host_species	taxid	host_genus	host_family	host_order	host_class
Myotis cf. longipes MR-2013	1393940	Myotis	Vespertilionidae	Chiroptera	Mammalia
Rhacophorus fasciatus	1115644	Rhacophorus	Rhacophoridae	Anura	Amphibia
Pseudoeurycea leprosa	164025	Pseudoeurycea	Plethodontidae	Caudata	Amphibia
Lepus europaeus	9983	Lepus	Leporidae	Lagomorpha	Mammalia
Pristimantis calcarulatus	448583	Pristimantis	Strabomantidae	Anura	Amphibia
Hyalinobatrachium sp. MIZA 317	505723	Hyalinobatrachium	Centrolenidae	Anura	Amphibia
Beatragus hunteri	59527	Beatragus	Bovidae	Artiodactyla	Mammalia
Cacicus uropygialis	84815	Cacicus	Icteridae	Passeriformes	Aves
Alsophis antillensis	121297	Alsophis	Dipsadidae	Squamata	Lepidosauria
Turdus mandarinus	486387	Turdus	Turdidae	Passeriformes	Aves
Cyclura ricordi	51215	Cyclura	Iguanidae	Squamata	Lepidosauria
Megascops atricapilla	507957	Megascops	Strigidae	Strigiformes	Aves
Scotophilus kuhlii	153297	Scotophilus	Vespertilionidae	Chiroptera	Mammalia
Eleutherodactylus limbatus	448467	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia
Bibimys labiosus	241102	Bibimys	Cricetidae	Rodentia	Mammalia
Phrynosoma taurus	159096	Phrynosoma	Phrynosomatidae	Squamata	Lepidosauria
Emoia isolata	46336	Emoia	Scincidae	Squamata	Lepidosauria
Cepphus columba	28696	Cepphus	Alcidae	Charadriiformes	Aves
Naemorhedus goral	34871	Naemorhedus	Bovidae	Artiodactyla	Mammalia
Nannospalax judaei	134510	Nannospalax	Spalacidae	Rodentia	Mammalia
Mimus saturninus	165194	Mimus	Mimidae	Passeriformes	Aves
Circus melanoleucos	387827	Circus	Accipitridae	Accipitriformes	Aves
Epinecrophylla leucophthalma	867201	Epinecrophylla	Thamnophilidae	Passeriformes	Aves
Liolaemus cf. poecilochromus	326041	Liolaemus	Iguanidae	Squamata	Lepidosauria
Hypsirhynchus scalaris	121339	Hypsirhynchus	Dipsadidae	Squamata	Lepidosauria
Boana leptolineata	2599768	Boana	Hylidae	Anura	Amphibia
Cyanistes flavipectus	795944	Cyanistes	Paridae	Passeriformes	Aves
Stenella attenuata	9735	Stenella	Delphinidae	Artiodactyla	Mammalia
Tauraco corythaix	119413	Tauraco	Musophagidae	Musophagiformes	Aves
Necromys obscurus	399317	Necromys	Cricetidae	Rodentia	Mammalia
Euryoryzomys russatus	123941	Euryoryzomys	Cricetidae	Rodentia	Mammalia
Equus hemionus	9794	Equus	Equidae	Perissodactyla	Mammalia
Allobates conspicuus	384857	Allobates	Dendrobatidae	Anura	Amphibia
Myotis yanbarensis	187015	Myotis	Vespertilionidae	Chiroptera	Mammalia
Rhaebo glaberrimus	346446	Rhaebo	Bufonidae	Anura	Amphibia
Bolitoglossa gomezi	1191291	Bolitoglossa	Plethodontidae	Caudata	Amphibia
Psammophis rukwae	382756	Psammophis	Lamprophiidae	Squamata	Lepidosauria
Pteronotus pusillus	280975	Pteronotus	Mormoopidae	Chiroptera	Mammalia
Proechimys guyannensis	128105	Proechimys	Echimyidae	Rodentia	Mammalia
Sylvilagus aquaticus	48090	Sylvilagus	Leporidae	Lagomorpha	Mammalia
Acomys wilsoni	37436	Acomys	Muridae	Rodentia	Mammalia
Cabassous chacoensis	1756213	Cabassous	Chlamyphoridae	Cingulata	Mammalia
Aepyprymnus rufescens	38598	Aepyprymnus	Potoroidae	Diprotodontia	Mammalia
Agama lionotus	662664	Agama	Agamidae	Squamata	Lepidosauria
Trachyphonus erythrocephalus	240740	Trachyphonus	Lybiidae	Piciformes	Aves
Chondrohierax uncinatus	321078	Chondrohierax	Accipitridae	Accipitriformes	Aves
Heleophryne purcelli	31911	Heleophryne	Heleophrynidae	Anura	Amphibia
Boulengerula fischeri	886294	Boulengerula	Herpelidae	Gymnophiona	Amphibia
Fejervarya vittigera	246408	Fejervarya	Dicroglossidae	Anura	Amphibia
Malurus amabilis	165193	Malurus	Maluridae	Passeriformes	Aves
Sclerophrys maculata	35046	Sclerophrys	Bufonidae	Anura	Amphibia
Certhilauda subcoronata	72217	Certhilauda	Alaudidae	Passeriformes	Aves
Phylloscopus fuscatus	56430	Phylloscopus	Phylloscopidae	Passeriformes	Aves
Notiomystis cincta	366454	Notiomystis	Notiomystidae	Passeriformes	Aves
Paroaria baeri	665137	Paroaria	Thraupidae	Passeriformes	Aves
Echinosaura keyi	1819609	Echinosaura	Gymnophthalmidae	Squamata	Lepidosauria
Darevskia clarkorum	122333	Darevskia	Lacertidae	Squamata	Lepidosauria
Mustela lutreola	9666	Mustela	Mustelidae	Carnivora	Mammalia
Lerista ingrami	470354	Lerista	Scincidae	Squamata	Lepidosauria
Crenadactylus sp. Kimberley D	929776	Crenadactylus	Diplodactylidae	Squamata	Lepidosauria
Campylorhynchus nuchalis	69503	Campylorhynchus	Certhiidae	Passeriformes	Aves
Liocichla steerii	201339	Liocichla	Leiothrichidae	Passeriformes	Aves
Priotelus roseigaster	297716	Priotelus	Trogonidae	Trogoniformes	Aves
Salvadora mexicana	266782	Salvadora	Colubridae	Squamata	Lepidosauria
Progne modesta	317121	Progne	Hirundinidae	Passeriformes	Aves
Galemys pyrenaicus	202257	Galemys	Talpidae	Eulipotyphla	Mammalia
Eleutherodactylus rogersi	449218	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia
Rhipidura brachyrhyncha	667184	Rhipidura	Rhipiduridae	Passeriformes	Aves
Carlia triacantha	124121	Carlia	Scincidae	Squamata	Lepidosauria
Bassariscus sumichrasti	392507	Bassariscus	Procyonidae	Carnivora	Mammalia
Anolis laeviventris	323584	Anolis	Dactyloidae	Squamata	Lepidosauria
Thamnophis cyrtopsis	35004	Thamnophis	Colubridae	Squamata	Lepidosauria
Thamnolaea cinnamomeiventris	701082	Thamnolaea	Muscicapidae	Passeriformes	Aves
Geochelone platynota	286019	Geochelone	Testudinidae	Testudines	Testudinata
Aptenodytes forsteri	9233	Aptenodytes	Spheniscidae	Sphenisciformes	Aves
Agapornis taranta	60469	Agapornis	Psittacidae	Psittaciformes	Aves
Mus platythrix	10101	Mus	Muridae	Rodentia	Mammalia
Oriturus superciliosus	380371	Oriturus	Passerellidae	Passeriformes	Aves
Bachia heteropa	371683	Bachia	Gymnophthalmidae	Squamata	Lepidosauria
Ciconia ciconia	8928	Ciconia	Ciconiidae	Ciconiiformes	Aves
Gastrotheca ruizi	394464	Gastrotheca	Hemiphractidae	Anura	Amphibia
Chlamydera maculata	34931	Chlamydera	Ptilonorhynchidae	Passeriformes	Aves
Mullerornis agilis	147494	Mullerornis	Aepyornithidae	Struthioniformes	Aves
Xenopipo atronitens	114390	Xenopipo	Pipridae	Passeriformes	Aves
Buthraupis wetmorei	548505	Buthraupis	Thraupidae	Passeriformes	Aves
Eleutherodactylus turquinensis	448501	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia
Bokermannohyla astartea	279988	Bokermannohyla	Hylidae	Anura	Amphibia
Diglossa brunneiventris	547948	Diglossa	Thraupidae	Passeriformes	Aves
Peromyscus beatae	99538	Peromyscus	Cricetidae	Rodentia	Mammalia
Hylomyscus endorobae	1427027	Hylomyscus	Muridae	Rodentia	Mammalia
Liolaemus kingii	109443	Liolaemus	Iguanidae	Squamata	Lepidosauria
Nesocichla eremita	311368	Nesocichla	Muscicapidae	Passeriformes	Aves
Pytilia melba	247528	Pytilia	Estrildidae	Passeriformes	Aves
Psammophis praeornatus	578465	Psammophis	Lamprophiidae	Squamata	Lepidosauria
Nesoryzomys fernandinae	89124	Nesoryzomys	Cricetidae	Rodentia	Mammalia
Larus argentatus	35669	Larus	Laridae	Charadriiformes	Aves
Pachyramphus spodiurus	369607	Pachyramphus	Tyrannidae	Passeriformes	Aves
Coeligena lutetiae	472796	Coeligena	Trochilidae	Apodiformes	Aves
Plethodon chattahoochee	263670	Plethodon	Plethodontidae	Caudata	Amphibia
Arthroleptis schubotzi	577201	Arthroleptis	Arthroleptidae	Anura	Amphibia
Loxia pytyopsittacus	127974	Loxia	Fringillidae	Passeriformes	Aves
Calyptotis scutirostrum	172936	Calyptotis	Scincidae	Squamata	Lepidosauria
Pycnonotus xanthopygos	431836	Pycnonotus	Pycnonotidae	Passeriformes	Aves
Enhydris subtaeniata	445411	Enhydris	Homalopsidae	Squamata	Lepidosauria
Diglossa albilatera	547944	Diglossa	Thraupidae	Passeriformes	Aves
Odorrana livida	121160	Odorrana	Ranidae	Anura	Amphibia
Myomyscus yemeni	485439	Myomyscus	Muridae	Rodentia	Mammalia
Rana omeimontis	120507	Rana	Ranidae	Anura	Amphibia
Atractus albuquerquei	666071	Atractus	Dipsadidae	Squamata	Lepidosauria
Anaxyrus californicus	302541	Anaxyrus	Bufonidae	Anura	Amphibia
Atelopus barbotini	330832	Atelopus	Bufonidae	Anura	Amphibia
Rattus steini	472763	Rattus	Muridae	Rodentia	Mammalia
Phrynosoma sherbrookei	1502650	Phrynosoma	Phrynosomatidae	Squamata	Lepidosauria
Philantomba maxwellii	907741	Philantomba	Bovidae	Artiodactyla	Mammalia
Trichosurus caninus	128432	Trichosurus	Phalangeridae	Diprotodontia	Mammalia
Cettia fortipes	163842	Cettia	Sylviidae	Passeriformes	Aves
Eleutherodactylus coqui	57060	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia
Talpa davidiana	1607695	Talpa	Talpidae	Eulipotyphla	Mammalia
Sceloporus bicanthalis	57313	Sceloporus	Phrynosomatidae	Squamata	Lepidosauria
Pristimantis pyrrhomerus	448847	Pristimantis	Strabomantidae	Anura	Amphibia
Motacilla bocagii	552893	Motacilla	Motacillidae	Passeriformes	Aves
Hoplophryne uluguruensis	274522	Hoplophryne	Microhylidae	Anura	Amphibia
Rena humilis	711330	Rena	Leptotyphlopidae	Squamata	Lepidosauria
Amphisbaena munoai	643089	Amphisbaena	Amphisbaenidae	Squamata	Lepidosauria
Phylloscopus griseolus	163864	Phylloscopus	Phylloscopidae	Passeriformes	Aves
Eumops wilsoni	1115868	Eumops	Molossidae	Chiroptera	Mammalia
Anolis gemmosus	1091115	Anolis	Dactyloidae	Squamata	Lepidosauria
Boaedon lineatus	578139	Boaedon	Lamprophiidae	Squamata	Lepidosauria
Kinyongia adolfifriderici	414976	Kinyongia	Chamaeleonidae	Squamata	Lepidosauria
Amytornis dorotheae	912965	Amytornis	Maluridae	Passeriformes	Aves
Bachia dorbignyi	174776	Bachia	Gymnophthalmidae	Squamata	Lepidosauria
Stagonopleura guttata	247740	Stagonopleura	Estrildidae	Passeriformes	Aves
Liocichla omeiensis	520210	Liocichla	Leiothrichidae	Passeriformes	Aves
Myadestes ralloides	127930	Myadestes	Turdidae	Passeriformes	Aves
Lygophis lineatus	380619	Lygophis	Dipsadidae	Squamata	Lepidosauria
Phrynocephalus versicolor	171651	Phrynocephalus	Agamidae	Squamata	Lepidosauria
Cypseloides rutilus	243056	Cypseloides	Apodidae	Apodiformes	Aves
Nannoscincus garrulus	394185	Nannoscincus	Scincidae	Squamata	Lepidosauria
Ramphocelus dimidiatus	460214	Ramphocelus	Thraupidae	Passeriformes	Aves
Musophaga rossae	119412	Musophaga	Musophagidae	Musophagiformes	Aves
Pitta sordida	9163	Pitta	Pittidae	Passeriformes	Aves
Schoenicola brevirostris	315549	Schoenicola	Locustellidae	Passeriformes	Aves
Amolops archotaphus	427930	Amolops	Ranidae	Anura	Amphibia
Serinus striolatus	273495	Serinus	Fringillidae	Passeriformes	Aves
Zosterops metcalfii	589901	Zosterops	Zosteropidae	Passeriformes	Aves
Gyalopion canum	703964	Gyalopion	Colubridae	Squamata	Lepidosauria
Machlolophus xanthogenys	1356394	Machlolophus	Paridae	Passeriformes	Aves
Canis simensis	32534	Canis	Canidae	Carnivora	Mammalia
Chamaeleo calcaricarens	420386	Chamaeleo	Chamaeleonidae	Squamata	Lepidosauria
Cyrtodactylus pubisulcus	1202560	Cyrtodactylus	Gekkonidae	Squamata	Lepidosauria
Myioborus flavivertex	328442	Myioborus	Parulidae	Passeriformes	Aves
Ischnocnema erythromera	448644	Ischnocnema	Brachycephalidae	Anura	Amphibia
Oreotrochilus stolzmanni	1507480	Oreotrochilus	Trochilidae	Apodiformes	Aves
Hemitriccus josephinae	649789	Hemitriccus	Tyrannidae	Passeriformes	Aves
Accipiter virgatus	387810	Accipiter	Accipitridae	Accipitriformes	Aves
Apomys banahao	932752	Apomys	Muridae	Rodentia	Mammalia
Brookesia antakarana	187919	Brookesia	Chamaeleonidae	Squamata	Lepidosauria
Gymnocichla nudiceps	288102	Gymnocichla	Thamnophilidae	Passeriformes	Aves
Oedipina pseudouniformis	107993	Oedipina	Plethodontidae	Caudata	Amphibia
Synapturanus salseri	1271573	Synapturanus	Microhylidae	Anura	Amphibia
Myrmothera campanisona	117181	Myrmothera	Formicariidae	Passeriformes	Aves
Leptopelis concolor	39604	Leptopelis	Arthroleptidae	Anura	Amphibia
Monias benschi	399593	Monias	Mesitornithidae	Gruiformes	Aves
Psammophis orientalis	382750	Psammophis	Lamprophiidae	Squamata	Lepidosauria
Troglodytes cobbi	1093106	Troglodytes	Certhiidae	Passeriformes	Aves
Haematospiza sipahi	175943	Haematospiza	Fringillidae	Passeriformes	Aves
Estrilda troglodytes	247541	Estrilda	Estrildidae	Passeriformes	Aves
Chlorostilbon notatus	473341	Chlorostilbon	Trochilidae	Apodiformes	Aves
Nannoscincus mariei	394159	Nannoscincus	Scincidae	Squamata	Lepidosauria
Turdus swalesi	411552	Turdus	Turdidae	Passeriformes	Aves
Isthmohyla zeteki	317357	Isthmohyla	Hylidae	Anura	Amphibia
Craugastor augusti	228429	Craugastor	Craugastoridae	Anura	Amphibia
Ptilinopus magnificus	796400	Ptilinopus	Columbidae	Columbiformes	Aves
Protobothrops mucrosquamatus	103944	Protobothrops	Viperidae	Squamata	Lepidosauria
Ducula rufigaster	444138	Ducula	Columbidae	Columbiformes	Aves
Gekko petricolus	1085618	Gekko	Gekkonidae	Squamata	Lepidosauria
Sceloporus megalepidurus	59709	Sceloporus	Phrynosomatidae	Squamata	Lepidosauria
Desmomys harringtoni	121587	Desmomys	Muridae	Rodentia	Mammalia
Musonycteris harrisoni	148053	Musonycteris	Phyllostomidae	Chiroptera	Mammalia
Nothocrax urumutum	125065	Nothocrax	Cracidae	Galliformes	Aves
Tapirus bairdii	56117	Tapirus	Tapiridae	Perissodactyla	Mammalia
Cyornis unicolor	869909	Cyornis	Muscicapidae	Passeriformes	Aves
Delphinus tropicalis	103585	Delphinus	Delphinidae	Artiodactyla	Mammalia
Plethodon teyahalee	154591	Plethodon	Plethodontidae	Caudata	Amphibia
Bothrops brazili	157546	Bothrops	Viperidae	Squamata	Lepidosauria
Leptodactylus silvanimbus	326187	Leptodactylus	Leptodactylidae	Anura	Amphibia
Adelophryne adiastola	1217914	Adelophryne	Eleutherodactylidae	Anura	Amphibia
Acrocephalus baeticatus	68472	Acrocephalus	Sylviidae	Passeriformes	Aves
Psephotellus chrysopterygius	1107342	Psephotellus	Psittaculidae	Psittaciformes	Aves
Minervarya sahyadris	694500	Minervarya	Dicroglossidae	Anura	Amphibia
Tumbezia salvini	495218	Tumbezia	Tyrannidae	Passeriformes	Aves
Calidris himantopus	279938	Calidris	Scolopacidae	Charadriiformes	Aves
Hipposideros lylei	867829	Hipposideros	Hipposideridae	Chiroptera	Mammalia
Sphenomorphus scutatus	999655	Sphenomorphus	Scincidae	Squamata	Lepidosauria
Smaug mossambicus	885427	Smaug	Cordylidae	Squamata	Lepidosauria
Porphyrolaema porphyrolaema	114371	Porphyrolaema	Cotingidae	Passeriformes	Aves
Anas rubripes	75857	Anas	Anatidae	Anseriformes	Aves
Dicrurus balicassius	181098	Dicrurus	Dicruridae	Passeriformes	Aves
Buphagus africanus	451392	Buphagus	Sturnidae	Passeriformes	Aves
Eulampis jugularis	190444	Eulampis	Trochilidae	Apodiformes	Aves
Dasykaluta rosamondae	33560	Dasykaluta	Dasyuridae	Dasyuromorphia	Mammalia
Dendrophidion dendrophis	699576	Dendrophidion	Colubridae	Squamata	Lepidosauria
Struthidea cinerea	181839	Struthidea	Corcoracidae	Passeriformes	Aves
Loxioides bailleui	286692	Loxioides	Fringillidae	Passeriformes	Aves
Tiaris canora	138931	Tiaris	Thraupidae	Passeriformes	Aves
Saccopteryx gymnura	409054	Saccopteryx	Emballonuridae	Chiroptera	Mammalia
Paramesotriton deloustali	164970	Paramesotriton	Salamandridae	Caudata	Amphibia
Myotis simus	270776	Myotis	Vespertilionidae	Chiroptera	Mammalia
Sphenomorphus stellatus	869062	Sphenomorphus	Scincidae	Squamata	Lepidosauria
Phrygilus atriceps	460211	Phrygilus	Thraupidae	Passeriformes	Aves
Crotalus basiliscus	8744	Crotalus	Viperidae	Squamata	Lepidosauria
Saltator orenocensis	1226203	Saltator	Thraupidae	Passeriformes	Aves
Bassaricyon gabbii	48422	Bassaricyon	Procyonidae	Carnivora	Mammalia
Pipreola arcuata	114366	Pipreola	Cotingidae	Passeriformes	Aves
Bothrops pubescens	1170827	Bothrops	Viperidae	Squamata	Lepidosauria
Lacertaspis gemmiventris	245621	Lacertaspis	Scincidae	Squamata	Lepidosauria
Notamacropus eugenii	9315	Notamacropus	Macropodidae	Diprotodontia	Mammalia
Amazona ventralis	57393	Amazona	Psittacidae	Psittaciformes	Aves
Pseudocalotes brevipes	118226	Pseudocalotes	Agamidae	Squamata	Lepidosauria
Peromyscus madrensis	97211	Peromyscus	Cricetidae	Rodentia	Mammalia
Thamnophis saurita	35017	Thamnophis	Colubridae	Squamata	Lepidosauria
Gephyromantis malagasius	161778	Gephyromantis	Mantellidae	Anura	Amphibia
Ictidomys mexicanus	99844	Ictidomys	Sciuridae	Rodentia	Mammalia
Myotis macropus	138979	Myotis	Vespertilionidae	Chiroptera	Mammalia
Calumma hafahafa	1175226	Calumma	Chamaeleonidae	Squamata	Lepidosauria
Dicaeum anthonyi	667147	Dicaeum	Dicaeidae	Passeriformes	Aves
Oedipina parvipes	107991	Oedipina	Plethodontidae	Caudata	Amphibia
Miniopterus pusillus	258934	Miniopterus	Vespertilionidae	Chiroptera	Mammalia
Brookesia exarmata	649020	Brookesia	Chamaeleonidae	Squamata	Lepidosauria
Protobothrops kaulbacki	393198	Protobothrops	Viperidae	Squamata	Lepidosauria
Stomiopera flava	266315	Stomiopera	Meliphagidae	Passeriformes	Aves
Cerradomys vivoi	1630328	Cerradomys	Cricetidae	Rodentia	Mammalia
Bolitoglossa flaviventris	129238	Bolitoglossa	Plethodontidae	Caudata	Amphibia
Tachyglossus aculeatus	9261	Tachyglossus	Tachyglossidae	Monotremata	Mammalia
Microxenops milleri	589994	Microxenops	Furnariidae	Passeriformes	Aves
Mantella manery	410364	Mantella	Mantellidae	Anura	Amphibia
Liolaemus magellanicus	109422	Liolaemus	Iguanidae	Squamata	Lepidosauria
Cyclanorbis senegalensis	227468	Cyclanorbis	Trionychidae	Testudines	Testudinata
Mesoplodon bidens	48745	Mesoplodon	Ziphiidae	Artiodactyla	Mammalia
Chamaepetes goudotii	125060	Chamaepetes	Cracidae	Galliformes	Aves
Oligosoma longipes	538569	Oligosoma	Scincidae	Squamata	Lepidosauria
Centropus grillii	382247	Centropus	Centropidae	Cuculiformes	Aves
Exerodonta chimalapa	318317	Exerodonta	Hylidae	Anura	Amphibia
Caecilia tentaculata	356198	Caecilia	Caeciliidae	Gymnophiona	Amphibia
Tangara seledon	221979	Tangara	Thraupidae	Passeriformes	Aves
Chroicocephalus ridibundus	1192867	Chroicocephalus	Laridae	Charadriiformes	Aves
Psittacula finschii	703991	Psittacula	Psittacidae	Psittaciformes	Aves
Genetta servalina	205596	Genetta	Viverridae	Carnivora	Mammalia
Nigrita canicapilla	208078	Nigrita	Estrildidae	Passeriformes	Aves
Dicaeum igniferum	667156	Dicaeum	Dicaeidae	Passeriformes	Aves
Gallus lafayettii	9032	Gallus	Phasianidae	Galliformes	Aves
Lithobates chiricahuensis	152345	Lithobates	Ranidae	Anura	Amphibia
Plethodontohyla brevipes	289219	Plethodontohyla	Microhylidae	Anura	Amphibia
Oenanthe pleschanka	391712	Oenanthe	Muscicapidae	Passeriformes	Aves
Bettongia gaimardi	223568	Bettongia	Potoroidae	Diprotodontia	Mammalia
Hyalosaurus koellikeri	102194	Hyalosaurus	Anguidae	Squamata	Lepidosauria
Crax fasciolata	84988	Crax	Cracidae	Galliformes	Aves
Macroagelaius imthurni	84831	Macroagelaius	Icteridae	Passeriformes	Aves
Eurycea nana	147895	Eurycea	Plethodontidae	Caudata	Amphibia
Cavia fulgida	717921	Cavia	Caviidae	Rodentia	Mammalia
Thryothorus nigricapillus	197870	Thryothorus	Certhiidae	Passeriformes	Aves
Gastrotheca litonedis	394455	Gastrotheca	Hemiphractidae	Anura	Amphibia
Boana ericae	279994	Boana	Hylidae	Anura	Amphibia
Cephalophus niger	129226	Cephalophus	Bovidae	Artiodactyla	Mammalia
Phelsuma breviceps	357324	Phelsuma	Gekkonidae	Squamata	Lepidosauria
Pitta iris	363774	Pitta	Pittidae	Passeriformes	Aves
Platymantis naomii	367663	Platymantis	Ceratobatrachidae	Anura	Amphibia
Microhyla borneensis	419645	Microhyla	Microhylidae	Anura	Amphibia
Apomys gracilirostris	238003	Apomys	Muridae	Rodentia	Mammalia
Sula nebouxii	37087	Sula	Sulidae	Pelecaniformes	Aves
Afrixalus delicatus	143413	Afrixalus	Hyperoliidae	Anura	Amphibia
Tonatia saurophila	171122	Tonatia	Phyllostomidae	Chiroptera	Mammalia
Malacoptila semicincta	488312	Malacoptila	Bucconidae	Galbuliformes	Aves
Corvus kubaryi	68294	Corvus	Corvidae	Passeriformes	Aves
Ctenomys rionegrensis	88126	Ctenomys	Ctenomyidae	Rodentia	Mammalia
Scolopax rusticola	100826	Scolopax	Scolopacidae	Charadriiformes	Aves
Cinclocerthia ruficauda	58197	Cinclocerthia	Mimidae	Passeriformes	Aves
Tropidophorus brookei	338346	Tropidophorus	Scincidae	Squamata	Lepidosauria
Synallaxis macconnelli	1094522	Synallaxis	Furnariidae	Passeriformes	Aves
Phyllomedusa tomopterna	248868	Phyllomedusa	Hylidae	Anura	Amphibia
Laephotis botswanae	568929	Laephotis	Vespertilionidae	Chiroptera	Mammalia
Paramesotriton longliensis	608507	Paramesotriton	Salamandridae	Caudata	Amphibia
Elapognathus coronatus	529694	Elapognathus	Elapidae	Squamata	Lepidosauria
Saltator atriceps	460215	Saltator	Thraupidae	Passeriformes	Aves
Cyclopes didactylus	84074	Cyclopes	Cyclopedidae	Pilosa	Mammalia
Crithagra citrinelloides	2546078	Crithagra	Fringillidae	Passeriformes	Aves
Pyrrhura hoffmanni	311899	Pyrrhura	Psittacidae	Psittaciformes	Aves
Dolichophis caspius	927616	Dolichophis	Colubridae	Squamata	Lepidosauria
Hyalinobatrachium mondolfii	526116	Hyalinobatrachium	Centrolenidae	Anura	Amphibia
Orthotomus frontalis	1200315	Orthotomus	Cisticolidae	Passeriformes	Aves
Sclerurus albigularis	1001954	Sclerurus	Furnariidae	Passeriformes	Aves
Pipilo ocai	95651	Pipilo	Passerellidae	Passeriformes	Aves
Peliperdix schlegelii	903963	Peliperdix	Phasianidae	Galliformes	Aves
Emberiza flaviventris	194943	Emberiza	Fringillidae	Passeriformes	Aves
Rhinella crucifer	302548	Rhinella	Bufonidae	Anura	Amphibia
Plethodon virginia	255927	Plethodon	Plethodontidae	Caudata	Amphibia
Tropidophorus sinicus	338351	Tropidophorus	Scincidae	Squamata	Lepidosauria
Tyto almae	1424624	Tyto	Tytonidae	Strigiformes	Aves
Boulengerula niedeni	709363	Boulengerula	Herpelidae	Gymnophiona	Amphibia
Balaena mysticetus	27602	Balaena	Balaenidae	Artiodactyla	Mammalia
Dierogekko insularis	1096131	Dierogekko	Diplodactylidae	Squamata	Lepidosauria
Charmosyna placentis	176053	Charmosyna	Psittaculidae	Psittaciformes	Aves
Dendropsophus carnifex	150704	Dendropsophus	Hylidae	Anura	Amphibia
Myiopagis flavivertex	502646	Myiopagis	Tyrannidae	Passeriformes	Aves
Microhyla achatina	512457	Microhyla	Microhylidae	Anura	Amphibia
Myodes smithii	82463	Myodes	Cricetidae	Rodentia	Mammalia
