"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage"
"396","PR01079","PRB0024","EHI00014","AAS41E1L1I1","Strix occidentalis","Other",17964648,15777456,2694697200,2130504973,7425048,357306340,11464826,0,2130504973,0,"0%",0.6259
"397","PR01080","PRB0024","EHI00015","AAS20E1L1I1","Strix occidentalis","Other",25862416,24146608,3879362400,3349734452,7745167,352403212,5664728,2517127349,832607103,60768298,"2%",0.5493
"398","PR01081","PRB0024","EHI00016","AAS18E1L1I1","Strix occidentalis","Other",37741994,33228654,5661299100,4752593437,10417885,475005113,28615682,0,4752593437,0,"0%",0.7717
"399","PR01082","PRB0024","EHI00017","AAS23E1L1I1","Strix occidentalis","Other",28987950,26759294,4348192500,3662518279,8794774,462486796,20676174,0,3662518279,0,"0%",0.4324
"400","PR01083","PRB0024","EHI00018","AAS32E1L1I1","Strix occidentalis","Other",17787874,16398178,2668181100,2218435392,7382208,317474333,13527236,0,2218435392,0,"0%",0.4665
"401","PR01084","PRB0024","EHI00019","AAS29E1L1I1","Strix occidentalis","Other",20246460,19275048,3036969000,2749053065,4415023,185843317,17535472,0,2749053065,0,"0%",0.6162
"402","PR01085","PRB0024","EHI00020","AAS30E1L1I1","Strix occidentalis","Other",15354456,13131362,2303168400,1623714986,8938773,475769630,10360258,0,1623714986,0,"0%",0.4381
"403","PR01086","PRB0024","EHI00021","AAS31E1L1I1","Strix occidentalis","Other",796978,609444,119546700,85191928,300034,17485567,427922,0,85191928,0,"0%",0
"404","PR01087","PRB0024","EHI00022","AAS24E1L1I1","Strix occidentalis","Other",32516410,28109668,4877461500,3760991170,12952990,708873482,23820054,0,3760991170,0,"0%",0.4015
"405","PR01088","PRB0024","EHI00023","AAS22E1L1I1","Strix occidentalis","Other",7579344,6807816,1136901600,888502928,3886042,173555855,6316864,0,888502928,0,"0%",0
"406","PR01089","PRB0024","EHI00024","AAS38E1L1I1","Strix occidentalis","Other",25420414,20141002,3813062100,2817639447,9467360,503280200,18871074,0,2817639447,0,"0%",0
"407","PR01090","PRB0024","EHI00025","NSAP67E1L1I1","Strix occidentalis","Other",24710354,23814950,3706553100,3480298934,2880647,104024744,845222,3362054146,118244788,3272540641,"97%",0.7869
"408","PR01091","PRB0024","EHI00026","AAS10E1L1I1","Strix occidentalis","Other",18066694,17415568,2710004100,2485129201,3690422,150522583,16173382,0,2485129201,0,"0%",0
"409","PR01092","PRB0024","EHI00027","NSAP21E1L1I1","Strix occidentalis","Other",23844478,22319834,3576671700,3179388477,5595653,246176709,10263256,1717170026,1462218451,1551966209,"90%",0.8176
"410","PR01093","PRB0025","EHI00028","NSAP35E1L1I1","Strix occidentalis","Other",29135554,27928622,4370333100,4057653503,4347592,175844971,7562406,2939283619,1118369884,1710115123,"58%",0.6673
"411","PR01094","PRB0025","EHI00029","AAS08E1L1I1","Strix occidentalis","Other",30471188,29464654,4570678200,4285650519,3996227,163824649,27590626,0,4285650519,0,"0%",0.6729
"412","PR01095","PRB0025","EHI00030","AAS12E1L1I1","Strix occidentalis","Other",18273850,17703618,2741077500,2578419996,2361326,96620262,16364570,0,2578419996,0,"0%",0
"413","PR01096","PRB0025","EHI00031","AAS04E1L1I1","Strix occidentalis","Other",39898494,38473436,5984774100,5616310200,4871432,202389208,36157730,0,5616310200,0,"0%",0.756
"414","PR01097","PRB0025","EHI00032","NSAP54E1L1I1","Strix occidentalis","Other",18294066,17912244,2744109900,2630595612,1730536,62027201,114758,2614148585,16447027,2278201965,"87%",0.8891
"415","PR01098","PRB0025","EHI00033","AAS11E1L1I1","Strix occidentalis","Other",37538772,34401576,5630815800,5005255024,6325092,302267209,31904654,0,5005255024,0,"0%",0.8768
"416","PR01099","PRB0025","EHI00034","NSAP27E1L1I1","Strix occidentalis","Other",19149612,18406566,2872441800,2668004296,2794673,110591930,10349082,1127401782,1540602514,856332163,"76%",0.7236
"417","PR01100","PRB0025","EHI00035","NSAP64E1L1I1","Strix occidentalis","Other",23824850,22624064,3573727500,3175083807,6019540,261416690,19848514,0,3175083807,0,"0%",0.4988
"418","PR01101","PRB0025","EHI00036","NSAP20E1L1I1","Strix occidentalis","Other",38120586,36246046,5718087900,5296094728,5276279,222520112,1767696,5000370714,295724014,1503279659,"30%",0.6902
"419","PR01102","PRB0025","EHI00037","NSAP42E1L1I1","Strix occidentalis","Other",28153352,27360018,4223002800,3953250513,5425724,177798719,21838850,737442351,3215808162,254662191,"35%",0.5896
"420","PR01103","PRB0025","EHI00038","NSAP33E1L1I1","Strix occidentalis","Other",27136726,26527240,4070508900,3861131287,3548952,130009273,3460676,3355339082,505792205,2527788424,"75%",0.653
"421","PR01104","PRB0025","EHI00039","AAS07E1L1I1","Strix occidentalis","Other",20011548,19372226,3001732200,2828797640,2392209,91396753,18284212,0,2828797640,0,"0%",0
"422","PR01105","PRB0025","EHI00040","AAS03E1L1I1","Strix occidentalis","Other",29179634,27924866,4376945100,4040172076,4468339,183660823,26356322,0,4040172076,0,"0%",0
"423","PR01106","PRB0025","EHI00041","NSAP36E1L1I1","Strix occidentalis","Other",18843962,18080738,2826594300,2616005955,2941870,116415928,5014042,1886189859,729816096,1681536818,"89%",0.7592
"424","PR01107","PRB0025","EHI00042","AAS09E1L1I1","Strix occidentalis","Other",28673976,27400024,4301096400,3926986762,5475059,229554554,25364332,0,3926986762,0,"0%",0.6431
"425","PR01108","PRB0025","EHI00043","NSAP34E1L1I1","Strix occidentalis","Other",24354166,23689752,3653124900,3464023582,2776261,96961281,141648,3432092414,31931168,789282505,"23%",0.5585
"426","PR01109","PRB0025","EHI00044","NSAP19E1L1I1","Strix occidentalis","Other",29992498,28486188,4498874700,4146091078,4545498,194063921,7399376,3036113602,1109977476,292896213,"10%",0.6772
"427","PR01110","PRB0025","EHI00148","AAS05E2L1I1","Strix occidentalis","Other",22554710,21685844,3383206500,3112529982,4153345,161868823,20547002,0,3112529982,0,"0%",0
"428","PR01111","PRB0025","EHI00149","AAS14E2L1I1","Strix occidentalis","Other",26415742,25594826,3962361300,3634712238,6066179,218937428,21629692,0,3634712238,0,"0%",0.5247
"429","PR01112","PRB0025","EHI00151","AAS15E2L1I1","Strix occidentalis","Other",30811144,29741260,4621671600,4153196429,8773927,349504215,24746780,0,4153196429,0,"0%",0.6338
"430","PR01113","PRB0025","EHI00166","AAS06E2L1I1","Strix occidentalis","Other",22242770,21239088,3336415500,3000981457,5199085,217864846,18738254,0,3000981457,0,"0%",0.6567
"431","PR01114","PRB0025","EHI00168","AAS13E2L1I1","Strix occidentalis","Other",47253478,45299324,7088021700,6279443928,13746562,591354542,27200076,2361883336,3917560592,1632809214,"69%",0.812
"432","PR01115","PRB0025","EHI00170","AAS16E2L1I1","Strix occidentalis","Other",27239766,26053328,4085964900,3644481231,7226814,313795888,21696208,0,3644481231,0,"0%",0.8367
"433","PR01116","PRB0025","EHI00172","AAS01E2L1I1","Strix occidentalis","Other",31282406,29839912,4692360900,4280156772,5782571,233009526,28180720,0,4280156772,0,"0%",0
"434","PR01117","PRB0026","EHI00071","AAW13E1L1I1","Psittacula krameri","Other",56171716,53948426,8425757400,7402024139,18535992,773792436,42432556,1361641308,6040382831,57716539,"4%",0.7421
"435","PR01118","PRB0026","EHI00078","AAW11E1L1I1","Psittacula krameri","Other",19005790,17811520,2850868500,2421659162,7048121,312076223,14305550,0,2421659162,0,"0%",0.8884
"436","PR01119","PRB0026","EHI00082","AAW31E1L1I1","Psittacula krameri","Other",52263306,48776130,7839495900,6509623301,20728769,967808260,27734260,2778724138,3730899163,1838078270,"66%",0.8948
"437","PR01120","PRB0026","EHI00083","AAW19E1L1I1","Psittacula krameri","Other",21745296,20461594,3261794400,2700254175,9273473,427404904,10411780,1178186966,1522067209,6898680,"1%",0.6133
"438","PR01121","PRB0026","EHI00084","AAW20E1L1I1","Psittacula krameri","Other",26740470,24778872,4011070500,3297321532,10260251,521504634,17928774,675248892,2622072640,15558436,"2%",0.5879
"439","PR01122","PRB0026","EHI00087","AAW12E1L1I1","Psittacula krameri","Other",44570706,43084522,6685605900,6042582084,11425992,476990115,37050570,736297986,5306284098,491772203,"67%",0.9356
"440","PR01123","PRB0026","EHI00090","AAW14E1L1I1","Psittacula krameri","Other",17429632,16897654,2614444800,2411315900,3441418,133389624,16220704,0,2411315900,0,"0%",0
"441","PR01124","PRB0026","EHI00094","AAW21E1L1I1","Psittacula krameri","Other",52217916,48919326,7832687400,6553182267,21630968,921811244,17057176,4139280655,2413901612,1884368004,"46%",0.9154
"442","PR01125","PRB0026","EHI00096","AAW26E1L1I1","Psittacula krameri","Other",30581464,28730328,4587219600,3913510356,10221576,479910019,19603520,1080989266,2832521090,227882966,"21%",0.5677
"443","PR01126","PRB0026","EHI00099","AAW15E1L1I1","Psittacula krameri","Other",25279630,23841854,3791944500,3135109854,11106175,498490331,17641246,660000925,2475108929,107382293,"16%",0.7071
"444","PR01127","PRB0026","EHI00109","AAW18E1L1I1","Psittacula krameri","Other",13068396,11826406,1960259400,1582807542,4874415,257194477,8675530,0,1582807542,0,"0%",0.5222
"445","PR01128","PRB0026","EHI00123","AAW27E1L1I1","Psittacula krameri","Other",28044498,24964658,4206674700,3480059636,7478234,311973465,22095578,0,3480059636,0,"0%",0.6692
"446","PR01129","PRB0026","EHI00127","AAW23E1L1I1","Psittacula krameri","Other",25119894,24356468,3767984100,3449988317,5520770,224186336,1964374,3181469022,268519295,2223440425,"70%",0.9534
"447","PR01130","PRB0026","EHI00132","AAW17E1L1I1","Psittacula krameri","Other",25237516,21947748,3785627400,2540464924,17386282,933269960,12213152,997005124,1543459800,179243700,"18%",0.622
"448","PR01131","PRB0026","EHI00135","AAW22E1L1I1","Psittacula krameri","Other",41356474,38285988,6203471100,5150971120,15748367,712554594,34055744,0,5150971120,0,"0%",0.8035
"449","PR01132","PRB0026","EHI00136","AAW32E1L1I1","Psittacula krameri","Other",41497832,38520750,6224674800,5175861772,15934096,731040455,27937606,1384488044,3791373728,860208503,"62%",0.7462
"450","PR01133","PRB0026","EHI00145","AAW10E2L1I1","Psittacula krameri","Other",24340040,23290876,3651006000,3175482621,8388111,343767547,19577162,0,3175482621,0,"0%",0.569
"451","PR01134","PRB0026","EHI00165","AAW16E2L1I1","Psittacula krameri","Other",21355306,20101484,3203295900,2871950206,4031607,160926646,4630986,2183724089,688226117,1757407157,"80%",0.9441
"452","PR01135","PRB0027","EHI00211","AAX76E1L1I1","Parus major","Same",78306558,76566462,11745983700,10902202259,31874362,605097745,67220670,0,10902202259,0,"0%",0.9943
"453","PR01136","PRB0027","EHI00226","AAX75E1L1I1","Parus major","Same",47372322,44729266,7105848300,6495834764,11541400,322175439,39390696,0,6495834764,0,"0%",0.988
"454","PR01137","PRB0027","EHI00273","AAX81E1L1I1","Parus major","Same",41606652,37417338,6240997800,5406156429,11503424,433350691,32351976,0,5406156429,0,"0%",0.9899
"455","PR01138","PRB0028","EHI00191","ACP06E1L1I1","Eptesicus fuscus","Other",10654396,10418230,1598159400,1530357147,1037026,35567646,3418208,974814120,555543027,398995693,"41%",0.7415
"456","PR01139","PRB0028","EHI00259","ACP19E1L1I1","Eptesicus fuscus","Other",28469520,27909394,4270428000,4129634444,1904760,59737885,22940348,0,4129634444,0,"0%",0.6416
"457","PR01140","PRB0028","EHI00267","ACP10E1L1I2","Eptesicus fuscus","Other",41425912,34227320,6213886800,5010161832,9170288,526261152,869348,4870295863,139865969,3635406349,"75%",0.9969
"458","PR01141","PRB0028","EHI00254","ACH41E1L1I1","Eptesicus fuscus","Other",40066090,36427766,6009913500,5397252428,4327972,207232044,29940730,0,5397252428,0,"0%",0.9015
"459","PR01142","PRB0028","EHI00277","ACH69E1L1I1","Eptesicus fuscus","Other",26475296,25802132,3971294400,3816624148,1809855,57062381,20222912,0,3816624148,0,"0%",0.7464
"460","PR01143","PRB0029","EHI00364","AFN09E1L1I1","Rhinolophus ferrumequinum","Other",26425270,25911256,3963790500,3791080355,2869860,102046054,4694020,3086069741,705010614,849391450,"28%",0.7763
"461","PR01144","PRB0029","EHI00384","AFN07E1L1I1","Rhinolophus ferrumequinum","Other",24664506,24211476,3699675900,3547483269,2685182,88483293,436948,3482844418,64638851,3158272896,"91%",0.9522
"462","PR01145","PRB0029","EHI00241","AAI04E1L1I1","Rhinolophus ferrumequinum","Same",35011934,34261346,5251790100,5017941015,4997596,125201631,32244104,0,5017941015,0,"0%",0.8879
"463","PR01146","PRB0029","EHI00322","AAI03E1L1I1","Rhinolophus ferrumequinum","Same",80789036,77494306,12118355400,11294602497,10317282,408745735,69705760,968199146,10326403351,184788533,"19%",0.904
"464","PR01147","PRB0029","EHI00197","AFN06E1L1I1","Rhinolophus ferrumequinum","Other",22401358,21957820,3360203700,3203419703,2691842,100878018,588364,3115844100,87575603,1186785933,"38%",0.5394
"465","PR01148","PRB0029","EHI00225","AFN08E1L1I1","Rhinolophus ferrumequinum","Other",48722940,47846078,7308441000,7073555942,3339115,114634201,1881506,6773567705,299988237,2830875733,"42%",0.796
"466","PR01149","PRB0030","EHI00205","ABM07E1L1I2","Podarcis muralis","Other",58474022,56099338,8771103300,8320310679,3480574,132378435,3322672,7721202331,599108348,5776586505,"75%",0.9725
"467","PR01150","PRB0030","EHI00218","ABL68E1L2I1","Podarcis muralis","Other",30571610,29725370,4585741500,4385667552,2533023,79342125,901150,4236998559,148668993,2991767614,"71%",0.9157
"468","PR01151","PRB0030","EHI00296","ABL88E1L1I2","Podarcis muralis","Other",36834230,35393362,5525134500,5261243153,1675170,52899165,177796,5230400217,30842936,3653787490,"70%",0.9175
"469","PR01152","PRB0030","EHI00196","ABH60E1L1I2","Podarcis muralis","Other",9707868,8847752,1456180200,1316728723,393993,11148449,4914,1315883318,845405,992248429,"75%",0.7335
"470","PR01153","PRB0030","EHI00228","ABH62E1L1I2","Podarcis muralis","Other",54379700,51280706,8156955000,7606040316,2870283,96028461,1440666,7338941264,267099052,5371174187,"73%",0.8982
"471","PR01154","PRB0030","EHI00244","ABH58E1L1I2","Podarcis muralis","Other",36518800,34747046,5477820000,5153687857,2219891,77889346,364326,5087314863,66372994,3832480859,"75%",0.8964
"472","PR01155","PRB0030","EHI00287","ABH56E1L2I1","Podarcis muralis","Other",35628834,34957900,5344325100,5157514200,2893345,92933327,280408,5107156466,50357734,3878040962,"76%",0.8941
"473","PR01156","PRB0031","EHI00200","AFN12E1L1I1","Hipposideros armiger","Other",39837550,38991328,5975632500,5751541311,3050940,112017037,147928,5726414388,25126923,2209172848,"39%",0.7709
"474","PR01157","PRB0031","EHI00213","AFN10E1L1I1","Hipposideros armiger","Other",28599048,27911292,4289857200,4096989616,2714177,103386802,297064,4043906273,53083343,2117108133,"52%",0.7472
"475","PR01158","PRB0032","EHI00219","ABC84E1L1I1","Lacerta viridis","Same",35645826,33344220,5346873900,4930945416,2381084,74467431,216164,4899301321,31644095,3623928121,"74%",0.8456
"476","PR01159","PRB0032","EHI00250","ABD12E1L1I1","Lacerta viridis","Same",27719380,24942368,4157907000,3695110283,1633690,49447413,16016,3692684628,2425655,2811784002,"76%",0.8848
"477","PR01160","PRB0033","EHI00220","ADV11E1L1I1","Myotis myotis","Other",36318814,35129174,5447822100,5212594406,1926791,66140637,29831788,0,5212594406,0,"0%",0.6578
"478","PR01161","PRB0033","EHI00221","AAH61E1L1I1","Myotis myotis","Other",41584596,39451500,6237689400,5770709832,5609517,190145642,33238316,0,5770709832,0,"0%",0.7153
"479","PR01162","PRB0033","EHI00281","AAH60E1L1I1","Myotis myotis","Other",84056954,80423714,12608543100,11795508825,8644982,305126640,11729070,9895270702,1900238123,450410362,"5%",0.8526
"480","PR01163","PRB0033","EHI00236","AFN31E1L1I1","Myotis myotis","Other",24802140,23668200,3720321000,3309215483,6096134,289475081,1870464,3018672858,290542625,2690530112,"89%",0.9614
"481","PR01164","PRB0033","EHI00301","AFN23E1L1I1","Myotis myotis","Other",25094798,24344906,3764219700,3501430424,4647587,173879643,8872346,2107120348,1394310076,1680945840,"80%",0.9067
"482","PR01165","PRB0033","EHI00255","ACP14E1L1I2","Myotis myotis","Other",48588020,47639280,7288203000,7064129677,2806703,95724822,596314,6963331834,100797843,2226461325,"32%",0.9413
"483","PR01166","PRB0033","EHI00284","ACP15E1L1I1","Myotis myotis","Other",23078498,21993582,3461774700,3167955309,3866270,142138390,11000712,1432123814,1735831495,430291389,"30%",0.849
"484","PR01167","PRB0033","EHI00232","ADU90E1L2I1","Myotis myotis","Other",56092524,51522322,8413878600,7659142602,5362514,286582397,45556290,0,7659142602,0,"0%",0.9073
"485","PR01168","PRB0033","EHI00243","ADV02E1L1I1","Myotis myotis","Other",31104998,30513416,4665749700,4460248827,3965001,123369864,27121220,0,4460248827,0,"0%",0.6844
"486","PR01169","PRB0033","EHI00266","ADU83E1L1I1","Myotis myotis","Other",26951480,26031094,4042722000,3775184629,4921711,160066477,20538552,0,3775184629,0,"0%",0.816
"487","PR01170","PRB0033","EHI00270","ADU88E1L1I1","Myotis myotis","Other",33275498,22001756,4991324700,3167162509,14458745,858938579,12818358,1163620671,2003541838,585428216,"50%",0.9722
"488","PR01171","PRB0033","EHI00204","ACP21E1L2I1","Myotis myotis","Other",33708736,32308676,5056310400,4710996298,4846135,180875305,3926684,4084951241,626045057,5250710632,"129%",0.9887
"489","PR01172","PRB0033","EHI00234","ACP16E1L1I1","Myotis myotis","Other",33171776,32500864,4975766400,4785430424,2892122,98944102,6180968,3740503911,1044926513,261266231,"7%",0.8633
"490","PR01173","PRB0033","EHI00269","ACP22E1L1I1","Myotis myotis","Other",31774000,31349198,4766100000,4626762641,2497238,78995763,1207476,4429498937,197263704,3906388134,"88%",0.9834
"491","PR01174","PRB0034","EHI00288","ACE28E1L1I1","Chloroceryle inda","Same",42549690,41387218,6382453500,6049031237,4706790,197448006,39511188,0,6049031237,0,"0%",0
"492","PR01175","PRB0034","EHI00224","ACD03E1L1I1","Chloroceryle inda","Other",27149350,26438612,4072402500,3859604314,3511115,129342894,5545504,3022781113,836823201,3498359725,"116%",0.9914
"493","PR01176","PRB0034","EHI00238","ACD90E1L1I1","Chloroceryle inda","Other",37348874,36409342,5602331100,5377622172,2712464,105403903,33410770,0,5377622172,0,"0%",0.7024
"494","PR01177","PRB0035","EHI00217","AAX73E1L1I1","Sylvia atricapilla","Same",64814686,61586614,9722202900,9004943726,8059664,282106714,57681652,0,9004943726,0,"0%",0.776
"495","PR01178","PRB0035","EHI00233","AAX93E1L1I1","Sylvia atricapilla","Same",40756716,39494696,6113507400,5781612425,5353074,168361285,35808056,0,5781612425,0,"0%",0.8743
"496","PR01179","PRB0035","EHI00237","AAX97E1L1I1","Sylvia atricapilla","Same",27231344,26249238,4084701600,3831285012,3811240,123821944,23559630,0,3831285012,0,"0%",0.6809
