"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage","sequence_batch","index_library_molarity","pooling_index","pooling_dilution","pooling_volume","pooling_moles","pooling_adator_library_ratio","sequence_data","sequence_q20","sequence_q30","sequence_gc","library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude","host_dup_percent","host_percent","tax_group"
"973","PR01675","PRB0077","EHI01025","AAQ51E1L1I1","Plecotus auritus","Same",48072606,46102446,7210890900,6590790000,9038468,346671993,45021096,0,6590790000,0,0,0,"SEB008",46.99,67,4,1.5,17.6,0.21,7.21,96.34,91.02,42.67,"AAQ51E1L1","LIB0047","AAQ51","AAQ51E1","EHI01025",24,117.6,4.9,20,8,"EXB0049",4.9,45,221,"Tissue","< 1 minute","< 1 day","SD02808","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",38.8,7.75,"SD0280801","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.179945,1,"Bats"
"974","PR01676","PRB0077","EHI01027","ACB33E1L1I1","Plecotus auritus","Same",28193232,27411302,4228984800,3909320910,5692509,215998636,25269108,0,3909320910,0,0,0.6557,"SEB008",48.97,100,4,1.44,17.6,0.3,4.23,96.99,92.16,42.21,"ACB33E1L1","LIB0048","ACB33","ACB33E1","EHI01027",24,97.9,4.08,20,4,"EXB0050",4.08,45,184,"Faecal","< 10 minutes","< 7 days","SD00503","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",40,8.8,"SD0050301","MS0011",NA,"Spain","1000221 - Temperate woodland","Pine Forest (Pinus sylvestris)",40.864,-4.03,0.165967,1,"Bats"
"975","PR01677","PRB0077","EHI01030","ACZ95E1L1I1","Plecotus auritus","Same",36989484,36213830,5548422600,5249167114,5954149,192555761,33516104,0,5249167114,0,0,0.7186,"SEB008",51.23,130,4,1.38,17.7,0.22,5.55,97.13,92.27,42.46,"ACZ95E1L1","LIB0048","ACZ95","ACZ95E1","EHI01030",24,23.1,0.96,10,8,"EXB0050",0.96,45,43,"Faecal","< 1 minute","< 1 day","SD01414","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141401","MS0030",NA,"Germany","1000198 - Mixed forest",NA,52,13,0.208281,1,"Bats"
"976","PR01678","PRB0078","EHI01046","AFQ51E1L1I1","Cryptoblepharus egeriae","Other",52683324,50222984,7902498600,7346092346,6970884,307961280,76906,7330684294,15408052,3931763271,0.54,0.8942,"SEB009",1.07,41,1,15,16.1,16.22,7.9,97.18,92.29,45.32,"AFQ51E1L1","LIB0045","AFQ51","AFQ51E1","EHI01046",7,185,26.3,20,10,"EXB0040",26.3,45,1184,"Faecal","< 1 minute","< 1 day","SD02572","Chalcides striatus","Squamata","Scincidae","Reptilia","Sub-adult","Unknown",20.6,4.4,"SD0257201","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.315724,0.00209744872161725,"Reptiles"
"977","PR01679","PRB0078","EHI01057","ACX27E1L1I1","Cryptoblepharus egeriae","Other",37802208,37224238,5670331200,5449696449,4061144,141877580,18468,5445757571,3938878,4070398702,0.75,0.9003,"SEB009",4.11,23,1,4.29,17.6,5.64,5.67,97.28,92.48,47.66,"ACX27E1L1","LIB0045","ACX27","ACX27E1","EHI01057",8,191,23.9,20,6,"EXB0040",23.9,45,1076,"Faecal","< 1 minute","< 1 day","SD02524","Chalcides striatus","Squamata","Scincidae","Reptilia","Juvenile","Unknown",14.4,2.2,"SD0252401","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.161361,0.000722770164698397,"Reptiles"
"978","PR01680","PRB0078","EHI01062","AFQ09E1L1I1","Cryptoblepharus egeriae","Other",39410748,38783540,5911612200,5667045611,4481245,159863646,5909,5665812734,1232877,4260144296,0.75,0.9162,"SEB009",5.63,25,1,3.13,17.6,3.08,5.91,97.26,92.4,47.25,"AFQ09E1L1","LIB0045","AFQ09","AFQ09E1","EHI01062",5,182,36.3,20,5,"EXB0040",36.3,45,1633,"Faecal","< 1 minute","< 1 day","SD02551","Chalcides striatus","Squamata","Scincidae","Reptilia","Sub-adult","Unknown",22.5,6.2,"SD0255101","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.172017,0.000217551981160506,"Reptiles"
"979","PR01681","PRB0078","EHI01065","AFP15E1L1I1","Cryptoblepharus egeriae","Other",51413118,50348068,7711967700,7329878365,6560499,237235221,63112,7316931343,12947022,4999872228,0.68,0.9184,"SEB009",6.4,5,1,2.76,17.7,2.48,7.71,97.11,92.32,44.43,"AFP15E1L1","LIB0044","AFP15","AFP15E1","EHI01065",24,165,6.87,20,4,"EXB0039",6.87,45,309,"Faecal","< 1 minute","< 1 day","SD02506","Chalcides striatus","Squamata","Scincidae","Reptilia","Juvenile","Unknown",15.3,2.5,"SD0250601","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.159049,0.00176633517710495,"Reptiles"
"980","PR01682","PRB0078","EHI01074","AFP93E1L1I1","Cryptoblepharus egeriae","Other",49180502,47678770,7377075300,6888104554,7703532,283747600,5945,6886987107,1117447,5209695134,0.76,0.9233,"SEB009",7.66,17,1,2.3,17.6,1.96,7.38,97.34,92.88,44.95,"AFP93E1L1","LIB0044","AFP93","AFP93E1","EHI01074",8,200,25.1,20,4,"EXB0039",25.1,45,1130,"Faecal","< 1 minute","< 1 day","SD02544","Chalcides striatus","Squamata","Scincidae","Reptilia","Adult","Unknown",21.9,7,"SD0254401","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.140649,0.000162228518925585,"Reptiles"
"981","PR01683","PRB0078","EHI01075","AFP97E1L1I1","Cryptoblepharus egeriae","Other",50208654,49261244,7531298100,7178489941,6268172,225649546,7388,7176970437,1519504,5448617113,0.76,0.9061,"SEB009",7.82,18,1,2.26,17.7,1.93,7.53,97.11,92.14,46.61,"AFP97E1L1","LIB0044","AFP97","AFP97E1","EHI01075",6,188,31.1,20,5,"EXB0039",31.1,45,1400,"Faecal","< 1 minute","< 1 day","SD02546","Chalcides striatus","Squamata","Scincidae","Reptilia","Adult","Unknown",19.4,3.3,"SD0254601","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.165881,0.000211674601829744,"Reptiles"
"982","PR01684","PRB0078","EHI01080","AFQ17E1L1I1","Cryptoblepharus egeriae","Other",48251408,47632732,7237711200,6978070904,5253162,174097273,17088,6974639487,3431417,5475872317,0.79,0.9792,"SEB009",12.05,19,1,1.46,17.6,1.48,7.24,97.44,92.72,46.21,"AFQ17E1L1","LIB0045","AFQ17","AFQ17E1","EHI01080",24,139,5.78,20,4,"EXB0040",5.78,45,260,"Faecal","< 1 minute","< 1 day","SD02555","Chalcides striatus","Squamata","Scincidae","Reptilia","Sub-adult","Unknown",19.6,4.4,"SD0255501","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.146589,0.000491742925402639,"Reptiles"
"983","PR01685","PRB0078","EHI01081","ACX55E1L1I1","Cryptoblepharus egeriae","Other",46725288,46095928,7008793200,6750094810,5131557,173214315,34120,6743027415,7067395,4631050977,0.69,0.8941,"SEB009",12.05,24,1,1.46,17.6,3.24,7.01,97.34,92.56,47.73,"ACX55E1L1","LIB0045","ACX55","ACX55E1","EHI01081",24,134,5.59,20,4,"EXB0040",5.59,45,252,"Faecal","< 1 minute","< 1 day","SD02530","Chalcides striatus","Squamata","Scincidae","Reptilia","Adult","Unknown",22.9,10,"SD0253001","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.162703,0.00104700677530187,"Reptiles"
"984","PR01686","PRB0078","EHI01082","ACX25E1L1I1","Cryptoblepharus egeriae","Other",50972620,50082438,7645893000,7319988700,5969556,205077283,48023,7309863158,10125542,5034155789,0.69,0.9167,"SEB009",13.44,22,1,1.31,17.6,1.17,7.65,97.01,91.93,47.73,"ACX25E1L1","LIB0045","ACX25","ACX25E1","EHI01082",11,200,18.1,20,5,"EXB0040",18.1,45,815,"Faecal","< 1 minute","< 1 day","SD02523","Chalcides striatus","Squamata","Scincidae","Reptilia","Adult","Unknown",20.3,6.4,"SD0252301","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.180309,0.00138327290040762,"Reptiles"
"985","PR01687","PRB0078","EHI01083","AFQ40E1L1I1","Cryptoblepharus egeriae","Other",48947132,48178260,7342069800,7068244318,5105256,166211921,20671,7064068032,4176286,4700413596,0.67,0.8999,"SEB009",14.47,26,1,1.22,17.6,1.16,7.34,97.01,92.02,47.52,"AFQ40E1L1","LIB0045","AFQ40","AFQ40E1","EHI01083",13,197,15.1,20,5,"EXB0040",15.1,45,680,"Faecal","< 1 minute","< 1 day","SD02566","Chalcides striatus","Squamata","Scincidae","Reptilia","Sub-adult","Unknown",18.6,3.2,"SD0256601","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.139179,0.000590851958719744,"Reptiles"
"986","PR01688","PRB0079","EHI00861","ACE36E1L1I1","Chloroceryle amazona","Same",24607500,23853904,3691125000,3282313943,8122830,327892357,22097696,0,3282313943,0,0,0.8495,"SEB008",2.04,148,1,8.65,17.6,8.13,3.69,97.32,93.06,46.88,"ACE36E1L1","LIB0048","ACE36","ACE36E1","EHI00861",24,1.8,0.08,5,13,"EXB0050",0.08,45,3,"Anal/cloacal swab","< 1 minute","< 1 day","SD01921","Chloroceryle amazona","Coraciiformes","Alcedinidae","Aves","Adult","Female",134,111.9,"SD0192101","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.431,-70.678,0.427478,1,"Birds"
"987","PR01689","PRB0079","EHI00918","ACE19E1L1I1","Chloroceryle amazona","Same",35990066,33219832,5398509900,4730442386,9315402,406108276,32044924,0,4730442386,0,0,0,"SEB008",12.96,162,1,1.36,17.6,1.42,5.4,97.03,92.24,45.83,"ACE19E1L1","LIB0048","ACE19","ACE19E1","EHI00918",24,0,0,2,15,"EXB0050",0,45,0,"Anal/cloacal swab","< 1 minute","< 1 day","SD01922","Chloroceryle amazona","Coraciiformes","Alcedinidae","Aves","Adult","Male",132,96.2,"SD0192201","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.796502,1,"Birds"
"988","PR01690","PRB0079","EHI00973","ACC85E1L1I1","Chloroceryle amazona","Same",37843296,35521396,5676494400,4920023210,12142243,500573106,33023424,0,4920023210,0,0,0.9923,"SEB008",26.01,180,4,2.71,17.6,0.61,5.68,96.78,92.21,45.97,"ACC85E1L1","LIB0048","ACC85","ACC85E1","EHI00973",24,0,0,2,17,"EXB0050",0,45,0,"Anal/cloacal swab","< 1 minute","< 1 day","SD01923","Chloroceryle amazona","Coraciiformes","Alcedinidae","Aves","Adult","Female",132,111.1,"SD0192301","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.923027,1,"Birds"
"989","PR01691","PRB0080","EHI00906","ACE37E1L1I1","Cardinalis cardinalis","Other",33666540,22006870,5049981000,3133835949,15268720,885546146,1133492,2967835243,166000706,1173687262,0.4,0.9809,"SEB008",6.26,174,1,1.69,10.6,6.83,5.05,97.62,93.57,56.76,"ACE37E1L1","LIB0042","ACE37","ACE37E1","EHI00906",24,0.5,0.02,5,16,"EXB0043",0.02,45,1,"Anal/cloacal swab","< 1 minute","< 1 day","SD02443","Cyanoloxia rothschildii","Passeriformes","Cardinalidae","Aves",NA,"Female",72,26.2,"SD0244301","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.802506,0.0529704517726815,"Birds"
"990","PR01692","PRB0080","EHI00882","ACD87E1L1I1","Cardinalis cardinalis","Other",40383088,8236250,6057463200,1110032174,32807080,2203045202,468311,1046542773,63489401,719323100,0.69,0.9898,"SEB008",5.15,179,1,2.06,10.6,23.28,6.06,97.62,93.73,72.15,"ACD87E1L1","LIB0041","ACD87","ACD87E1","EHI00882",24,0.5,0.02,5,17,"EXB0043",0.02,45,1,"Anal/cloacal swab","< 1 minute","< 1 day","SD02451","Habia rubica","Passeriformes","Cardinalidae","Aves","Juvenile",NA,76,NA,"SD0245101","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.775641,0.0571960006989851,"Birds"
"991","PR01693","PRB0080","EHI00893","ACE03E1L1I1","Cardinalis cardinalis","Other",27021304,19820870,4053195600,2768418839,11888165,644028724,12237200,950674838,1817744001,145472980,0.15,0.9672,"SEB008",5.67,156,1,1.87,10.6,5.32,4.05,97.5,93.34,52.95,"ACE03E1L1","LIB0041","ACE03","ACE03E1","EHI00893",24,1,0.04,5,15,"EXB0043",0.04,45,2,"Anal/cloacal swab","< 1 minute","< 1 day","SD02450","Habia rubica","Passeriformes","Cardinalidae","Aves",NA,NA,75,25.7,"SD0245001","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.846859,0.656600069105367,"Birds"
"992","PR01694","PRB0081","EHI00983","ACD50E1L1I1","Campylorhamphus procurvoides","Other",16560254,16146668,2484038100,2313200769,3286689,121161476,11601248,0,2313200769,0,0,0.5747,"SEB008",17.81,142,4,2.38,10.6,0.71,2.48,97.47,92.94,43.5,"ACD50E1L1","LIB0041","ACD50","ACD50E1","EHI00983",24,3.1,0.13,5,12,"EXB0043",0.13,45,6,"Anal/cloacal swab","< 1 minute","< 1 day","SD02466","Dendrocincla merula","Passeriformes","Furnariidae","Aves",NA,NA,106,42.9,"SD0246601","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.276012,1,"Birds"
"993","PR01695","PRB0081","EHI00991","ACD33E1L1I1","Campylorhamphus procurvoides","Other",22754532,22261692,3413179800,3189533338,4525690,161903466,16427754,0,3189533338,0,0,0.5999,"SEB008",19.2,88,4,2.21,10.6,0.46,3.41,97.66,93.37,43.29,"ACD33E1L1","LIB0041","ACD33","ACD33E1","EHI00991",24,3.8,0.16,5,11,"EXB0043",0.16,45,7,"Anal/cloacal swab","< 1 minute","< 1 day","SD02475","Dendrocincla merula","Passeriformes","Furnariidae","Aves",NA,NA,105,45.9,"SD0247501","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.268719,1,"Birds"
"994","PR01696","PRB0081","EHI00993","ACD60E1L1I1","Campylorhamphus procurvoides","Other",28992262,25250356,4348839300,3581778176,8847264,420587530,2452017,3225978437,355799739,1882184581,0.58,0.863,"SEB008",19.52,154,4,2.17,10.6,1.63,4.35,97.62,93.64,55.88,"ACD60E1L1","LIB0041","ACD60","ACD60E1","EHI00993",24,1.4,0.06,5,15,"EXB0043",0.06,45,3,"Anal/cloacal swab","< 1 minute","< 1 day","SD02480","Dendrocincla merula","Passeriformes","Furnariidae","Aves",NA,NA,97,39.8,"SD0248001","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.616302,0.0993360620107815,"Birds"
"995","PR01697","PRB0082","EHI00963","ACD82E1L1I1","Donacobius atricapilla","Same",19308506,18884694,2896275900,2687038889,4379843,159738394,17417394,0,2687038889,0,0,0.8581,"SEB008",13.72,144,4,3.09,10.6,0.94,2.9,97.54,93.06,43.53,"ACD82E1L1","LIB0048","ACD82","ACD82E1","EHI00963",24,1.6,0.07,5,12,"EXB0050",0.07,45,3,"Anal/cloacal swab","< 1 minute","< 1 day","SD01940","Donacobius atricapilla","Passeriformes","Donacobiidae","Aves","Adult",NA,86,45.7,"SD0194001","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.404,-70.721,0.324988,1,"Birds"
"996","PR01698","PRB0082","EHI01004","ACC96E1L1I1","Donacobius atricapilla","Same",25642852,24253528,3846427800,3447347302,6179011,250902945,10572528,1924242441,1523104861,1355008411,0.7,0.8997,"SEB008",21.81,151,4,1.94,10.6,0.66,3.85,97.28,92.9,51.71,"ACC96E1L1","LIB0048","ACC96","ACC96E1","EHI01004",24,1.4,0.06,5,14,"EXB0050",0.06,45,3,"Anal/cloacal swab","< 1 minute","< 1 day","SD01941","Donacobius atricapilla","Passeriformes","Donacobiidae","Aves","Adult",NA,87,47,"SD0194101","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.431,-70.678,0.594784,0.441819383882895,"Birds"
"997","PR01699","PRB0083","EHI00857","ACE06E1L1I1","Tyrannus tyrannus","Other",21437756,6563650,3215663400,924953979,14906806,997693546,347487,868330517,56623462,632171427,0.73,0.9976,"SEB008",0.28,171,1,15,4.3,62.4,3.22,97.48,93.42,69.5,"ACE06E1L1","LIB0041","ACE06","ACE06E1","EHI00857",24,0.8,0.03,5,16,"EXB0043",0.03,45,1,"Anal/cloacal swab","< 1 minute","< 1 day","SD02441","Hemitriccus griseipectus","Passeriformes","Tyrannidae","Aves",NA,NA,63,12,"SD0244101","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.926501,0.0612175992379833,"Birds"
"998","PR01700","PRB0083","EHI00940","ACD44E1L1I1","Tyrannus tyrannus","Other",34616358,13381338,5192453700,1821399197,23815051,1527413760,3514336,1299980896,521418301,544609977,0.42,0.9932,"SEB008",10.79,177,4,3.93,10.6,9.33,5.19,97.12,92.61,64.04,"ACD44E1L1","LIB0041","ACD44","ACD44E1","EHI00940",24,0.7,0.03,5,17,"EXB0043",0.03,45,1,"Anal/cloacal swab","< 1 minute","< 1 day","SD02479","Platyrinchus coronatus","Passeriformes","Tyrannidae","Aves",NA,NA,58,10.4,"SD0247901","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.918007,0.286273487909087,"Birds"
"999","PR01701","PRB0084","EHI00858","ACE10E1L1I1","Sakesphorus luctuosus","Other",51990142,11180006,7798521300,1535163109,40428242,2691517703,5601098,0,1535163109,0,0,0.9971,"SEB008",0.57,172,1,15,8.5,49.4,7.8,93.31,88.53,69.09,"ACE10E1L1","LIB0041","ACE10","ACE10E1","EHI00858",24,0.4,0.02,5,16,"EXB0043",0.02,45,1,"Anal/cloacal swab","< 1 minute","< 1 day","SD02449","Hypocnemoides maculicauda","Passeriformes","Thamnophilidae","Aves",NA,"Male",60,12,"SD0244901","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.96755,1,"Birds"
"1000","PR01702","PRB0084","EHI00900","ACD95E1L1I1","Sakesphorus luctuosus","Other",24336636,19562800,3650495400,2807295718,7770911,415505900,7570806,1634168316,1173127402,1096022040,0.67,0.9817,"SEB008",5.96,169,1,1.78,10.6,5.01,3.65,97.33,93.02,55.49,"ACD95E1L1","LIB0041","ACD95","ACD95E1","EHI00900",24,0.6,0.02,5,16,"EXB0043",0.02,45,1,"Anal/cloacal swab","< 1 minute","< 1 day","SD02458","Hypocnemoides maculicauda","Passeriformes","Thamnophilidae","Aves","Juvenile",NA,61,13.9,"SD0245801","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.814973,0.417885224730001,"Birds"
"1001","PR01703","PRB0084","EHI00961","ACD77E1L1I1","Sakesphorus luctuosus","Other",35633748,18932678,5345062200,2673096459,19804865,1224867199,2485961,2306856646,366239813,1950650910,0.85,0.9964,"SEB008",13.61,178,4,3.11,10.6,5.69,5.35,97.56,93.64,65.63,"ACD77E1L1","LIB0041","ACD77","ACD77E1","EHI00961",24,0.2,0.01,5,17,"EXB0043",0.01,45,0,"Anal/cloacal swab","< 1 minute","< 1 day","SD02452","Hypocnemoides maculicauda","Passeriformes","Thamnophilidae","Aves",NA,"Male",59,12.4,"SD0245201","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.881432,0.137009576203999,"Birds"
"1002","PR01704","PRB0084","EHI00994","ACE12E1L1I1","Sakesphorus luctuosus","Other",25641506,24209674,3846225900,3457494197,5931002,244076960,1328158,3206666775,250827422,272609391,0.09,0.8762,"SEB008",19.61,157,4,2.16,10.6,0.94,3.85,97.04,92.23,46,"ACE12E1L1","LIB0041","ACE12","ACE12E1","EHI00994",24,0.9,0.04,5,15,"EXB0043",0.04,45,2,"Anal/cloacal swab","< 1 minute","< 1 day","SD02453","Hypocnemoides maculicauda","Passeriformes","Thamnophilidae","Aves",NA,"Female",64,13.8,"SD0245301","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.60603,0.0725460138783857,"Birds"
"1003","PR01705","PRB0084","EHI00947","ACD61E1L1I1","Sakesphorus luctuosus","Other",24746296,20723568,3711944400,2921689412,8463283,427895543,14082051,820091082,2101598330,192765803,0.24,0.9384,"SEB008",11.39,155,4,3.72,10.6,2.47,3.71,97.17,92.62,49.96,"ACD61E1L1","LIB0041","ACD61","ACD61E1","EHI00947",24,3,0.13,5,15,"EXB0043",0.13,45,6,"Anal/cloacal swab","< 1 minute","< 1 day","SD02469","Isleria hauxwelli","Passeriformes","Thamnophilidae","Aves",NA,NA,50,10.8,"SD0246901","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.698888,0.719309287759434,"Birds"
"1004","PR01706","PRB0084","EHI01002","ACD29E1L1I1","Sakesphorus luctuosus","Other",39861464,35533442,5979219600,4975745431,16205554,614132736,26389492,1139721792,3836023639,121116843,0.11,0.8974,"SEB008",28.17,94,4,2,14.1,1,5.98,97.91,94.07,47.01,"ACD29E1L1","LIB0041","ACD29","ACD29E1","EHI01002",24,1.5,0.06,5,15,"EXB0043",0.06,45,3,"Anal/cloacal swab","< 1 minute","< 1 day","SD02468","Isleria hauxwelli","Passeriformes","Thamnophilidae","Aves",NA,"Male",47,11,"SD0246801","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.581143,0.770944513178009,"Birds"
"1005","PR01707","PRB0084","EHI00866","ACE14E1L1I1","Sakesphorus luctuosus","Other",30164782,22450662,4524717300,3194264769,11642922,647053715,1330278,2994227294,200037475,2596310180,0.87,0.9974,"SEB008",2.81,173,1,3.77,10.6,7.87,4.52,97.81,94.08,61.7,"ACE14E1L1","LIB0041","ACE14","ACE14E1","EHI00866",24,1,0.04,5,16,"EXB0043",0.04,45,2,"Anal/cloacal swab","< 1 minute","< 1 day","SD02454","Myrmelastes hyperythrus","Passeriformes","Thamnophilidae","Aves",NA,"Male",82,39.1,"SD0245401","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.907816,0.0626239493173335,"Birds"
"1006","PR01708","PRB0084","EHI00867","ACD86E1L1I1","Sakesphorus luctuosus","Other",24335378,18488500,3650306700,2626446736,9377790,502566927,6461448,1646048685,980398051,875652783,0.53,0.9969,"SEB008",2.88,168,1,3.68,10.6,7.68,3.65,97.11,92.33,47.9,"ACD86E1L1","LIB0041","ACD86","ACD86E1","EHI00867",24,0.7,0.03,5,16,"EXB0043",0.03,45,1,"Anal/cloacal swab","< 1 minute","< 1 day","SD02456","Myrmelastes hyperythrus","Passeriformes","Thamnophilidae","Aves",NA,"Female",83,45.3,"SD0245601","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.047,-71.189,0.920117,0.37327924361151,"Birds"
"1007","PR01709","PRB0084","EHI00901","ACD34E1L1I1","Sakesphorus luctuosus","Other",38405462,23611008,5760819300,3347935014,18632997,1111455853,15696241,958535801,2389399213,241559458,0.25,0.9557,"SEB008",6.07,95,1,1.74,10.6,6.04,5.76,96.78,92.01,56.1,"ACD34E1L1","LIB0041","ACD34","ACD34E1","EHI00901",24,2.4,0.1,5,15,"EXB0043",0.1,45,5,"Anal/cloacal swab","< 1 minute","< 1 day","SD02471","Myrmoborus myotherinus","Passeriformes","Thamnophilidae","Aves",NA,NA,61,21.8,"SD0247101","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.79012,0.713693426846188,"Birds"
"1008","PR01710","PRB0084","EHI00905","ACD40E1L1I1","Sakesphorus luctuosus","Other",55168898,3155038,8275334700,423531156,48469107,3359751989,654194,0,423531156,0,0,0.98,"SEB008",6.25,176,1,1.69,10.6,22.35,8.28,95.27,90.18,73.8,"ACD40E1L1","LIB0041","ACD40","ACD40E1","EHI00905",24,1.1,0.05,5,17,"EXB0043",0.05,45,2,"Anal/cloacal swab","< 1 minute","< 1 day","SD02464","Oneillornis salvini","Passeriformes","Thamnophilidae","Aves",NA,"Female",68,24.7,"SD0246401","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.822031,1,"Birds"
"1009","PR01711","PRB0084","EHI00968","ACE20E1L1I1","Sakesphorus luctuosus","Other",37953030,28242084,5692954500,3961199057,15822015,859349452,15823061,1607156347,2354042710,805530098,0.5,0.9118,"SEB008",14.78,149,4,2.87,10.6,2.68,5.69,97.62,93.56,52.77,"ACE20E1L1","LIB0042","ACE20","ACE20E1","EHI00968",24,1.2,0.05,5,14,"EXB0043",0.05,45,2,"Anal/cloacal swab","< 1 minute","< 1 day","SD02465","Oneillornis salvini","Passeriformes","Thamnophilidae","Aves",NA,"Male",66,22.9,"SD0246501","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.70209,0.594275287892961,"Birds"
"1010","PR01712","PRB0084","EHI00955","ACD37E1L1I1","Sakesphorus luctuosus","Other",54790900,52758220,8218635000,7528308093,11768195,469631220,36348520,1914442467,5613865626,101207954,0.05,0.815,"SEB008",21.1,89,4,3.35,17.7,0.48,8.22,96.8,91.88,44.77,"ACD37E1L1","LIB0041","ACD37","ACD37E1","EHI00955",24,7.3,0.3,5,11,"EXB0043",0.3,45,14,"Anal/cloacal swab","< 1 minute","< 1 day","SD02467","Percnostola fortis","Passeriformes","Thamnophilidae","Aves",NA,NA,99,42.6,"SD0246701","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.336044,0.745700834324236,"Birds"
