sequence_id	sequence_data	sequence_q20	sequence_q30	sequence_gc	index_id
EHI00230	5.5	96.79	91.78	54.42	ACE34E1L1I1
EHI01537	5.163489	96.59	91.71	41.87	AAW69E1L1I1
EHI00002	3.6	94.87	88.06	43.93	ABI46E1L1I1
EHI00876	4.116687	97.44	93.28	57.4	ACD76E1L1I1
EHI01594	4.4756922	96.24	90.81	44.72	AFV41E1L1I1
EHI00286	3.4	96.63	91.6	49.82	BATA17E1L1I2
EHI00955	8.218635	96.8	91.88	44.77	ACD37E1L1I1
EHI01420	12.7717419	96.48	91.04	39.78	ADD91E1L1I1
EHI00973	5.6764944	96.78	92.21	45.97	ACC85E1L1I1
EHI00215	6.1	95.73	89.84	41.75	ABT68E2L2I1
EHI00411	3.5	97.08	92.22	49.49	AEL78E1L1I1
EHI02675	14.6157846	97.89	94.74	41.56	AHN23E1L1I1
EHI02574	3.9929577	98.47	95.83	48.62	AGO40E1L1I1
EHI02091	NA	NA	NA	NA	AFV20E3L1I1
EHI00019	2.3	94.43	87.79	45.95	AAS29E1L1I1
EHI01573	3.7663809	96.1	90.95	47.98	AEV06E1L1I1
EHI02142	NA	NA	NA	NA	AGZ59E1L1I1
EHI00357	0.2	96.52	91.44	43.22	ACZ32E1L1I2
EHI00234	5	96.16	90.48	48.1	ACP16E1L1I1
EHI00813	6.447327	97.4	92.99	44.1	ACE18E1L1I1
EHI00911	3.1939488	97.51	93.55	60.33	ACD71E1L1I1
EHI01693	33.2714733	96.33	93.31	42.74	ADV55E1L2I1
EHI01102	6.1032987	96.65	92.4	46.1	AII13E1L1I1
EHI00530	6.7	97.66	93.76	46.14	ABP99E1L1I1
EHI01327	7.22598	96.84	92.02	40.16	AGD28E1L1I1
EHI01523	6.0381339	96.21	90.86	46.71	ABA43E1L1I1
EHI02677	15.6784374	98.31	95.4	47.98	AHO76E1L1I1
EHI02446	3.8517741	97.37	93.22	49.8	AFI82E1L1I1
EHI02184	NA	NA	NA	NA	ABI37E1L1I1
EHI00628	12.7	96.61	91.75	42.86	ACC04E2L1I1
EHI02577	3.9237324	98.56	95.98	45.71	AGO98E1L1I1
EHI00175	2.7	94.89	87.95	43.95	ABI47E2L2I1
EHI00957	8.1341418	97.23	92.32	40.77	AB01E1L1I1
EHI00486	5	97.26	92.88	49.38	AFW06E1L1I1
EHI00706	3.646611	97.12	92.39	45.12	AFK90E1L1I1
EHI01354	5.194581	96.88	92.23	41.18	ACK82E1L1I1
EHI00290	6.6	96.62	91.28	41.49	ABU28E2L2I1
EHI00477	7	97.07	92.57	38.67	ADI75E1L1I1
EHI02093	NA	NA	NA	NA	AFO83E3L1I1
EHI01461	5.207715	96.82	92	41.76	AAA86E1L1I1
EHI02130	NA	NA	NA	NA	C1_EXB0076E1L1I1
EHI02156	NA	NA	NA	NA	AHB53E1L1I1
EHI02211	NA	NA	NA	NA	AHG59E1L1I1
EHI00452	6.7	97.14	92.78	48.67	AFW10E1L1I1
EHI01177	4.0695906	96.82	92.59	47.02	AEB37E1L1I1
EHI01664	1.1626197	96.86	94.34	38.86	ACB47E1L1I1
EHI02607	5.7234162	98.58	96.03	41.73	AJP40E1L1I1
EHI00483	7.6	97.37	93.03	44.37	ADL72E1L1I1
EHI02168	NA	NA	NA	NA	AHC08E1L1I1
EHI01077	5.6558379	97.11	91.98	38.41	AFP19E1L1I1
EHI00010	3.8	95.11	89.07	48.85	AAS37E1L1I1
EHI02441	4.4251218	96.79	92.27	43.04	AAD72E1L1I1
EHI01377	6.037881	97.1	93.04	56.99	AEB20E1L1I1
EHI00039	4.6	93.89	86.47	42.94	AAS07E1L1I1
EHI00972	4.4186361	97.49	93.1	47.82	ABW31E1L1I1
EHI01097	4.0196067	97.31	93.36	46.84	AIG81E1L1I1
EHI00502	4.3	97.65	93.83	52.61	OPAU44E1L1I1
EHI01539	4.5554808	96.24	91.33	44.42	AAW72E1L1I1
EHI02020	5.0862375	96.8	92.23	44.88	ADV83E1L1I1
EHI00744	5.2905603	96.74	91.92	44.17	AEY28E1L1I1
EHI01250	8.5549968	96.92	92.42	43.57	ACS15E1L1I1
EHI02032	7.0479264	96.45	91.39	48.78	ABC51E1L1I1
EHI01207	2.8227438	97.25	92.71	42.19	AAD30E1L1I1
EHI00906	5.049981	97.62	93.57	56.76	ACE37E1L1I1
EHI00838	8.4634365	96.68	92.15	46.19	ACE08E1L1I1
EHI01076	6.2102034	97.38	92.65	47.37	AFQ49E1L1I1
EHI01830	NA	NA	NA	NA	AHV37E1L1I1
EHI02346	5.0993496	97.5	93.39	42.46	ABC82E1L1I1
EHI01270	2.7698274	97.15	92.98	49.1	AEC37E1L1I1
EHI00684	3.1319427	96.63	91.54	45.85	AEX32E1L1I1
EHI02378	4.8735351	96.74	91.84	59.19	AEY97E1L1I1
EHI02352	4.2246234	97.12	92.79	45	ABC77E1L1I1
EHI01746	3.3511473	96.52	91.5	43.6	AAB35E1L1I1
EHI00714	1.0581579	96.76	91.93	45.24	AFM47E1L1I1
EHI00693	5.6557161	96.96	92.14	44.62	AEX61E1L1I1
EHI01534	7.7131899	96.6	91.46	41.52	AAW89E1L1I1
EHI00977	5.3859753	97.62	93.15	47.85	AAN59E2L1I1
EHI00554	5.2	97.92	94.19	48.48	AB06E1L1I1
EHI01602	3.3632184	96.21	90.88	48.2	AFV43E1L1I1
EHI02475	2.9422314	96.76	92.17	45.02	AAH68E1L1I1
EHI01488	4.4571345000000004	96.25	90.82	42.46	AAW45E1L1I1
EHI02443	2.2732377	97.05	92.47	43.19	AAD58E1L1I1
EHI02005	5.7501117	97.01	92.39	45.78	AAV68E1L1I1
EHI01031	3.8883108	96.89	91.9	41.03	ADD92E1L1I1
EHI02072	NA	NA	NA	NA	AFV20E1L1I1
EHI02470	2.3416005	96.98	92.43	43.43	AFN15E1L1I1
EHI00929	1.4922321	96.42	91.09	42.81	ACE38E1L1I1
EHI01407	7.6276989	96.76	92	41.09	AGZ80E1L1I1
EHI01845	6.363507	98.51	95.77	44.37	AFU87E1L2I1
EHI01413	5.6023047	96.15	91.1	42.68	AGZ42E1L1I1
EHI00738	3.9848007	96.9	92.17	45.63	AFM69E1L1I1
EHI00782	4.0601811	96.65	91.8	44.43	ABD98E1L1I1
EHI01170	6.7725795	96.89	92.4	40.91	AAE20E1L1I1
EHI00834	9.0962439	97.41	93.07	50.11	ACD75E1L1I1
EHI02557	5.6782911	96.99	92.43	55.15	AHO94E1L1I1
EHI01603	3.0253485	96.48	91.4	47.32	AEV46E1L1I1
EHI00321	4.9	97.18	92.88	57.38	BATB16E1L1I2
EHI02525	3.5020962	96.81	92.1	51.87	AEY42E1L1I1
EHI00220	5.4	95.15	88.59	42.65	ADV11E1L1I1
EHI01096	6.3536058	96.92	92.76	45.5	AIF88E1L1I1
EHI01090	10.5182379	97.32	93.29	43.33	AIF92E1L1I1
EHI00581	5.3	97.01	92.46	42.11	ACP13E1L2I1
EHI00096	4.2	93.74	87.16	44.66	AAW26E1L1I1
EHI02484	3.6396618	97.14	92.92	44.08	AEY89E1L1I1
EHI00302	19.7	96.12	90.16	39.99	AAA48E1L1I1
EHI01548	4.4176224	96.95	92.51	47.67	AAW65E1L1I1
EHI00077	8.1	95.92	89.8	44.08	ABL45E1L1I1
EHI01585	10.7258331	96.41	91.22	43.18	AAP03E1L1I1
EHI00975	4.89624	97	91.86	40.35	ABG66E1L1I1
EHI02639	10.6717179	98.47	95.81	45.04	AJP63E1L1I1
EHI00805	8.1232695	96.85	91.96	36.85	AAH53E1L1I1
EHI01591	3.1807512	96.31	90.98	43.58	AEU93E1L1I1
EHI02518	4.8927552	96.81	92.16	54.72	AEZ77E1L1I1
EHI00812	6.7351089	97.52	93.25	44.12	ACE15E1L1I1
EHI01969	3.5675523	97.01	92.53	48.05	AIQ50E1L1I1
EHI00619	10.9	94.54	89.38	43.02	OPAU1E2L1I1
EHI01699	14.1639795	96.59	93.79	55.14	AHI31E1L1I1
EHI01193	3.4634418	96.5	91.64	43.62	AIH97E1L1I1
EHI00625	6.6	97.33	92.98	45.59	ADA63E1L2I1
EHI00013	5.7	94.91	88.5	46.76	AAS17E1L1I1
EHI00858	7.7985213	93.31	88.53	69.09	ACE10E1L1I1
EHI02027	3.1017414	95.98	90.76	49.64	AAU88E1L1I1
EHI01352	6.4831614	96.71	91.63	41.69	AFT46E1L1I1
EHI01514	5.9136729	95.75	90.32	49.15	AAU49E1L1I1
EHI02509	5.2523439	97.08	92.95	47.86	AEY49E1L1I1
EHI00087	8.4	95.15	88.79	44.1	AAW12E1L1I1
EHI00657	11	96.68	91.89	42.69	ADA17E2L1I1
EHI01171	10.0100055	96.93	92.22	44	AAD57E1L1I1
EHI00623	97.6	96.99	92.58	45.41	ABS92E1L2I1
EHI02227	NA	NA	NA	NA	AAN37E1L1I1
EHI02480	3.4731888	97.05	92.47	43.56	AFH33E1L1I1
EHI02569	4.8659544	96.7	91.81	47.68	AHN53E1L1I1
EHI01826	NA	NA	NA	NA	AHV13E1L1I1
EHI01828	NA	NA	NA	NA	AIG97E1L1I1
EHI01373	6.0392034	96.83	92.25	43.43	AGY66E1L1I1
EHI00282	5.3	96.92	91.92	48.02	C1_EXB0016E1L2I1
EHI02219	NA	NA	NA	NA	AHC14E1L1I1
EHI00279	11.9	96.13	90.72	41.93	AAH18E1L1I1
EHI01114	5.018436	96.68	92.41	45.84	AII11E1L1I1
EHI02427	3.1404015	97.37	93.39	43.21	AFN33E1L1I1
EHI00111	3.8	93.17	86.04	43.72	ABK03E1L1I1
EHI00875	4.3500927	97.01	91.87	40.26	AAN05E1L1I1
EHI02424	4.267734	97	92.37	42.32	AAD73E1L1I1
EHI01990	5.3049813	96.97	92.34	47.81	AIQ84E1L1I1
EHI00691	3.8460918	97.12	92.5	44.28	AEX55E1L1I1
EHI01139	4.168419	96.96	92.58	44.83	AIG15E1L1I1
EHI02635	6.3642939	98.53	96.12	42.67	AGP42E1L1I1
EHI02644	5.6112333	97.93	94.76	46.47	AIY69E1L1I1
EHI00309	6	96.58	91.86	49.06	ABG64E1L1I2
EHI01044	9.5172111	97.53	93.49	62.47	C1_EXB0039E1L1I1
EHI00852	7.5453681	97.02	92.84	61.78	ACD80E1L1I1
EHI00638	4.2	97.01	92.77	51	ABZ64E1L1I1
EHI00747	4.862622	96.66	91.7	43.96	AFL06E1L1I1
EHI02416	2.7525573	96.28	91.56	43.08	AAH14E1L1I1
EHI00335	6.2	95.71	89.3	39.43	AAN04E1L1I2
EHI00318	7.1	96.48	91.03	42.1	AAH32E1L1I1
EHI01563	7.6360401	96.51	91.5	43.95	AAW52E1L1I1
EHI02048	NA	NA	NA	NA	AFT24E1L1I1
EHI02292	NA	NA	NA	NA	ACG30E1L1I1
EHI00938	3.9103098	96.63	91.82	52.82	ACE29E1L1I1
EHI02152	NA	NA	NA	NA	AHG77E1L1I1
EHI00668	3.4170951	96.9	92.22	43.97	ABQ42E1L1I1
EHI00590	11.2	96.25	91.53	43.58	ADA19E2L1I1
EHI00933	4.4789331	97.03	92.11	40.11	AA87E1L1I1
EHI00762	6.3913839	97.34	92.9	45.93	AFU67E1L1I1
EHI00631	7.4	97.18	92.94	48.74	AGF86E1L1I1
EHI02356	4.7960763	97.22	92.71	43.28	ADJ39E1L1I1
EHI01567	8.2267062	96.86	92.15	50.27	AAX61E1L1I1
EHI02405	4.0848345	95.26	89.88	43.82	AAH87E1L1I1
EHI02659	4.8318147	97.56	94.07	47.04	AIZ14E1L1I1
EHI01333	7.2847974	96.98	92.54	45.1	AAX80E1L1I1
EHI00488	9.2	97.18	92.75	42.59	ADL26E1L1I1
EHI01211	2.6572248	96.91	91.98	41.81	AAE11E1L1I1
EHI00893	4.0531956	97.5	93.34	52.95	ACE03E1L1I1
EHI02418	4.3381122	97.29	93.05	42.74	AAD59E1L1I1
EHI01358	6.3299265	97.21	92.84	48.78	AGJ27E1L1I1
EHI02549	4.1822508	97.06	92.64	48.63	AHN75E1L1I1
EHI00150	4.4	94.96	88.29	45.94	ABB24E1L1I1
EHI02396	4.3633149	96.53	91.62	55.59	AGZ30E1L1I1
EHI00113	3.9	94.93	88.12	42.91	ABK61E1L1I1
EHI02192	NA	NA	NA	NA	AEX17E1L1I1
EHI00457	7.2	97.16	92.76	45.77	ABP55E1L1I1
EHI02165	NA	NA	NA	NA	AHB81E1L1I1
EHI02554	5.1638577	96.99	92.61	42.56	AHN11E1L1I1
EHI00091	4.1	95.42	88.95	43.16	ABI58E1L1I1
EHI02343	5.197362	97.44	93.27	44.76	ABD37E1L1I1
EHI00560	4.6	96.6	92.28	46.57	AGF10E1L1I1
EHI00985	7.1540967	96.3	90.98	43.16	AAQ42E1L1I1
EHI02306	NA	NA	NA	NA	AEU44E1L1I1
EHI02060	NA	NA	NA	NA	AFT06E1L1I1
EHI01058	7.4400399	97.56	93.55	48.04	AFQ67E2L1I1
EHI00244	5.5	95.88	90.26	46.2	ABH58E1L1I2
EHI01408	6.0832572	96.93	92.41	46.95	ACR95E1L1I1
EHI00524	8.8	97.32	92.97	43	ADI81E1L1I1
EHI02455	4.0272183	96.88	92.62	37.78	AAH31E1L1I1
EHI01587	9.0246108	96.48	91.52	43.25	AAW47E1L1I1
EHI00846	8.5060872	96.66	92.16	48.67	ACD19E1L1I1
EHI00608	10.3	96.08	91.13	41.23	ADA72E1L2I1
EHI02150	NA	NA	NA	NA	AEV93E1L1I1
EHI00081	3.6	94.66	87.87	41.46	ABK88E1L1I1
EHI01364	7.0130571	96.78	91.53	30.99	AGY88E1L1I1
EHI02535	3.5416122	96.36	91.58	45.96	AIV51E1L1I1
EHI00921	5.4765339	97.02	92.37	43.43	AB04E1L1I1
EHI01238	12.7611438	97.18	92.74	42.93	AAW19E1L1I1
EHI00926	3.951276	96.66	91.94	49.38	ACD49E1L1I1
EHI00661	5	95.23	90.23	47.6	AGF26E1L1I1
EHI01672	8.9399604	96.71	93.98	43.73	OPAU36E1L1I1
EHI01275	0.3734061	96.34	92.45	51.73	AHQ47E1L1I1
EHI01393	7.5622398	96.67	91.93	50.87	ACJ82E1L1I1
EHI02217	NA	NA	NA	NA	AHB56E1L1I1
EHI00821	6.7131615	97.31	92.74	44.04	ACC93E1L1I1
EHI02673	22.799625	98.13	95.05	49.51	AHO23E1L1I1
EHI01709	13.9178022	95.92	90.71	44.04	ABK04E1L1I1
EHI00005	6.7	95.14	88.48	42.73	ABK57E1L1I1
EHI01403	6.7665402	96.42	91.49	39.09	AGZ70E1L1I1
EHI01738	3.9512556	96.5	91.66	43.63	ABG05E1L1I1
EHI00121	5.8	94.59	87.62	44.26	ABL53E1L1I1
EHI01483	5.926269	96.21	91.36	52.37	ADV66E1L1I1
EHI01099	5.4502143	97.46	93.29	44.6	AIG02E1L1I1
EHI01147	3.4333743	96.97	92.51	45.61	AIG37E1L1I1
EHI02075	NA	NA	NA	NA	AHW91E1L1I1
EHI00506	11.3	97.35	93.16	43.34	ADK20E1L1I1
EHI02467	6.054363	97.49	93.67	42.39	AFH49E1L1I1
EHI01652	14.473251	96.49	91.67	45.8	AII26E1L1I1
EHI02018	4.7626308	96.77	91.99	47.83	AEU26E1L1I1
EHI00627	6.2	97.14	92.63	43.39	ABS12E1L2I1
EHI00968	5.6929545	97.62	93.56	52.77	ACE20E1L1I1
EHI01248	11.4145608	97.21	92.86	47.5	AHQ55E1L1I1
EHI02624	4.6957662	98.54	96.05	43.32	AJP61E1L1I1
EHI00969	5.1267882	97.33	92.76	47.4	AAN22E2L1I1
EHI01714	14.764224	96.2	90.96	44.02	ABK21E1L1I1
EHI01335	5.9854305	97.14	92.58	42.82	AAY16E1L1I1
EHI00125	3.4	95.13	88.4	44.6	ABJ59E1L1I1
EHI00188	1.6	93.18	86.63	47.71	OPAU12E1L1I1
EHI00022	5.6	93.67	87.27	49.72	AAS24E1L1I1
EHI00923	4.9243473	97.44	93.37	58.6	AAQ48E1L1I1
EHI02503	7.443579	97.16	92.9	48.75	AFH94E1L1I1
EHI01701	16.6021911	96.94	94.45	51.48	AHI56E1L1I1
EHI00847	8.9977566	96.55	91.83	44.63	ACD65E1L1I1
EHI01049	5.8929801	96.82	92.07	43.38	AFP45E1L1I1
EHI02609	4.8434895	98.59	96.12	41.06	AGO09E1L1I1
EHI02216	NA	NA	NA	NA	AHE88E1L1I1
EHI00663	7.3	97.26	92.85	41.07	AAM53E2L3I1
EHI00764	7.3582659	97.63	93.35	44.93	AFU61E1L1I1
EHI02684	6.8054973	97.88	94.6	47.8	AHO07E1L1I1
