library_id	library_adaptor_molarity	library_PCR_cycles_required	library_input_dna	library_input_volume	extraction_id	sample_id	sequencing_datasets
ACG15E1L1	20	8	108.24	24	ACG15E1	ACG15	EHI02290
AHD25E1L1	20	5	139.68	24	AHD25E1	AHD25	EHI02213
OPAU4E1L1	10	10	3.696	24	OPAU4E1	OPAU4	EHI00184
AEX32E1L1	20	5	194.7	11	AEX32E1	AEX32	EHI00684
AEU52E1L1	10	9	13.176	24	AEU52E1	AEU52	EHI01424
AGI99E1L1	5	17	1.5864	24	AGI99E1	AGI99	NA
ACS08E1L1	20	5	200	8.7	ACS08E1	ACS08	EHI01260
OPAU1E2L1	20	14	128.4	24	OPAU1E2	OPAU1	EHI00619
AHU97E2L1	20	9	74.4	24	AHU97E2	AHU97	EHI02077
AAV72E1L1	20	7	200	14.5	AAV72E1	AAV72	EHI01471
AAQ02E1L1	20	6	63.6	24	AAQ02E1	AAQ02	EHI01622
AAN43E2L1	20	5	200	22.4	AAN43E2	AAN43	EHI00967
ABA05E1L1	20	7	200	19	ABA05E1	ABA05	EHI02275
AAL46E1L1	5	11	8.16	24	AAL46E1	AAL46	EHI01005
ACD44E1L1	5	17	0.7224	24	ACD44E1	ACD44	EHI00940
ABG11E1L1	20	13	82.08	24	ABG11E1	ABG11	EHI00349
ABT68E2L2	20	10	80.25	15	ABT68E2	ABT68	EHI00215
ACK50E1L1	10	9	13.584	24	ACK50E1	ACK50	EHI02460
AAN25E1L1	10	5	15.576	24	AAN25E1	AAN25	EHI02257
ACD92E1L1	2	17	0	24	ACD92E1	ACD92	EHI00843
C1_EXB0076E2L1	5	22	0.11568	24	C1_EXB0076E2	C1_EXB0076	EHI02141
ABD27E1L1	20	8	200	7	ABD27E1	ABD27	EHI02073
ABU28E2L1	20	13	90.96	24	ABU28E2	ABU28	NA
AFW08E1L1	20	3	200	7.7	AFW08E1	AFW08	EHI00548
AEY70E1L1	5	16	0.5232	24	AEY70E1	AEY70	EHI02527
ABK12E1L1	20	13	72	24	ABK12E1	ABK12	EHI00072
AGD21E1L1	20	5	200	5.2	AGD21E1	AGD21	EHI01313
ABI44E1L1	20	13	50.64	24	ABI44E1	ABI44	EHI00124
AEC23E2L1	20	8	200	102	AEC23E2	AEC23	EHI02074
C1_EXB0076E3L1	5	19	0.5928	24	C1_EXB0076E3	C1_EXB0076	EHI02135
AGN09E1L1	20	8	91.2	24	AGN09E1	AGN09	NA
AAP46E1L1	10	9	36.48	24	AAP46E1	AAP46	EHI01443
AEY96E1L1	5	14	2.832	24	AEY96E1	AEY96	EHI02381
ABP99E1L1	20	4	200	17.5	ABP99E1	ABP99	EHI00530
ADA72E1L2	10	9	17.85	17	ADA72E1	ADA72	EHI00608
ABC48E1L1	20	10	73.92	24	ABC48E1	ABC48	EHI02299
AHB98E1L1	5	10	2.712	24	AHB98E1	AHB98	EHI02294
AAH79E1L1	10	11	16.392	24	AAH79E1	AAH79	EHI00808
AGH20E1L1	5	8	5.76	24	AGH20E1	AGH20	EHI00649
ABG19E1L1	20	8	81.84	24	ABG19E1	ABG19	EHI01028
AHE95E1L1	20	5	200	16.7	AHE95E1	AHE95	NA
AAC86E2L1	50	8	387.2	8	AAC86E2	AAC86	NA
AFT20E1L1	20	3	74.4	24	AFT20E1	AFT20	EHI02049
AHO78E1L1	5	14	0.6672	24	AHO78E1	AHO78	EHI02567, EHI02689
AAA67E1L1	20	4	200	6.5	AAA67E1	AAA67	EHI00408
AFV04E1L1	5	16	2.976	24	AFV04E1	AFV04	NA
ACP16E1L1	10	9	9.2	20	ACP16E1	ACP16	EHI00234
AAS23E1L1	50	8	400.82	9.8	AAS23E1	AAS23	EHI00017
ACZ88E1L1	5	12	2.16	24	ACZ88E1	ACZ88	NA
AAV42E1L1	20	11	179.76	24	AAV42E1	AAV42	EHI01555
AIF70E1L1	20	6	62.64	24	AIF70E1	AIF70	EHI01127, EHI01646
AAT30E1L1	10	8	459	27	AAT30E1	AAT30	NA
ACC29E2L1	20	7	110.4	24	ACC29E2	ACC29	EHI00439
ACC19E1L1	20	7	63.7424	24	ACC19E1	ACC19	EHI00881
AGP53E1L1	20	7	71.04	24	AGP53E1	AGP53	EHI02608
OPAU72E1L1	10	6	16.56	24	OPAU72E1	OPAU72	EHI00500
AAM32E1L1	10	7	18.48	24	AAM32E1	AAM32	EHI00862
ACB34E1L1	10	9	10.416	24	ACB34E1	ACB34	EHI00899, EHI01681
ABK58E1L1	20	6	175	5	ABK58E1	ABK58	EHI01720
ACG84E1L2	10	15	12.75	17	ACG84E1	ACG84	NA
ACZ36E1L1	5	9	3.84	24	ACZ36E1	ACZ36	NA
AAC55E2L1	10	10	6.96	24	AAC55E2	AAC55	EHI00160
AIZ34E1L1	5	18	0.15888	24	AIZ34E1	AIZ34	NA
ADA14E1L1	10	7	42.72	24	ADA14E1	ADA14	EHI00878, EHI01677
AHB81E1L1	20	3	134.4	24	AHB81E1	AHB81	EHI02165
AAP80E1L1	20	6	136.32	24	AAP80E1	AAP80	EHI01623
AGN02E1L1	20	8	169.2	24	AGN02E1	AGN02	NA
ABZ42E1L1	20	6	200	2.6	ABZ42E1	ABZ42	EHI00974
AFU68E1L1	20	5	186	9	AFU68E1	AFU68	EHI00765
AAC36E1L2	10	0	3.12	24	AAC36E1	AAC36	NA
BATA06E1L1	20	10	196.8	12	BATA06E1	BATA06	EHI00317
ADL34E1L1	10	12	10.8	24	ADL34E1	ADL34	EHI00547
ACE38E1L1	10	7	39.84	24	ACE38E1	ACE38	EHI00929
AAD25E2L1	20	10	190.56	24	AAD25E2	AAD25	EHI00048
ACZ95E1L1	10	8	23.088	24	ACZ95E1	ACZ95	EHI01030
AIJ04E1L1	20	5	200	8.5	AIJ04E1	AIJ04	EHI01125, EHI01660
AJP40E1L1	20	5	200	17.1	AJP40E1	AJP40	EHI02607
L1	20	16	74.75	25	NA	NA	NA
AGN32E1L1	20	6	200	8	AGN32E1	AGN32	NA
AAC14E1L1	10	12	3.36	24	AAC14E1	AAC14	NA
AAD16E1L1	10	18	2.16	24	AAD16E1	AAD16	EHI00053
AIF59E1L1	20	7	134.64	24	AIF59E1	AIF59	EHI01126, EHI01653
ABA85E1L1	20	10	200	22.7	ABA85E1	ABA85	EHI02298
AEB37E1L1	20	6	200	10.3	AEB37E1	AEB37	EHI01177
AFM25E1L1	5	11	6.096	24	AFM25E1	AFM25	EHI00748
AGG09E1L1	20	6	200	3.3	AGG09E1	AGG09	EHI00778
ABB09E1L1	20	6	200	9.7	ABB09E1	ABB09	EHI01473
AEU64E1L1	20	6	176.64	24	AEU64E1	AEU64	EHI01601
AHV13E1L1	10	9	13.056	24	AHV13E1	AHV13	EHI01826
AAU51E1L1	20	7	89.52	24	AAU51E1	AAU51	EHI02273
AAZ89E1L1	20	4	200	8.5	AAZ89E1	AAZ89	EHI01743
AFV20E2L1	20	13	54.72	24	AFV20E2	AFV20	EHI02102
AGN70E1L1	20	8	124.08	24	AGN70E1	AGN70	NA
ACP21E1L1	10	18	4.488	24	ACP21E1	ACP21	NA
ACZ87E1L1	5	14	1.44	24	ACZ87E1	ACZ87	NA
AAB78E1L1	10	12	1.68	24	AAB78E1	AAB78	NA
ADU88E1L1	10	17	0	0	ADU88E1	ADU88	EHI00270
AAD10E1L1	20	10	144.72	24	AAD10E1	AAD10	EHI00067
ABS94E1L2	2	22	0	0	ABS94E1	ABS94	NA
ACZ90E1L1	5	12	1.44	24	ACZ90E1	ACZ90	NA
AAD30E1L1	10	10	13.008	24	AAD30E1	AAD30	EHI01207
ACC16E1L1	20	8	110.88	24	ACC16E1	ACC16	EHI00935
AEZ45E1L1	10	7	22.656	24	AEZ45E1	AEZ45	EHI02445
AIQ83E1L1	20	5	200	17.2	AIQ83E1	AIQ83	EHI01983
AGY65E1L1	5	11	3.912	24	AGY65E1	AGY65	EHI01398
ABA95E3L1	20	9	200	134	ABA95E3	ABA95	EHI02078
AAD33E1L1	20	6	58.56	24	AAD33E1	AAD33	EHI01163
AAE67E1L1	20	8	75.6	24	AAE67E1	AAE67	EHI01208
AJF96E1L1	5	11	6.72	24	AJF96E1	AJF96	NA
AEV33E1L1	10	10	11.04	24	AEV33E1	AEV33	EHI01430
C1_EXB0102E1L1	5	20	2.616	24	C1_EXB0102E1	C1_EXB0102	NA
OPAU52E1L1	5	10	3.84	24	OPAU52E1	OPAU52	EHI00571, EHI01686
AGH21E1L1	20	3	200	5.2	AGH21E1	AGH21	EHI02234
AKD82E1L1	5	11	1.9824	24	AKD82E1	AKD82	EHI02696
AGC23E1L1	20	6	180.24	24	AGC23E1	AGC23	EHI01314
AEV52E1L1	20	4	200	10.4	AEV52E1	AEV52	EHI01600
AAW12E1L1	10	13	17.42	24	AAW12E1	AAW12	EHI00087, EHI01240
AHC64E1L1	20	3	200	12.6	AHC64E1	AHC64	EHI02176
OPAU11E2L1	20	14	72	24	OPAU11E2	OPAU11	EHI00610
AAH01E1L1	20	8	198	24	AAH01E1	AAH01	EHI00792
ABO09E1L1	20	3	200	8.5	ABO09E1	ABO09	EHI00533, EHI01416
ACD34E1L1	5	15	2.424	24	ACD34E1	ACD34	EHI00901
AAD49E1L1	5	9	5.784	24	AAD49E1	AAD49	EHI02461
ABR21E1L1	5	9	5.208	24	ABR21E1	ABR21	EHI02288
AEV04E1L1	5	11	7.128	24	AEV04E1	AEV04	EHI01578
AGN26E1L1	20	6	133.2	24	AGN26E1	AGN26	NA
AAC33E1L1	50	9	382.8	11	AAC33E1	AAC33	NA
ACP04E1L1	10	8	20.352	24	ACP04E1	ACP04	EHI02462
ABA27E1L1	20	7	178.32	24	ABA27E1	ABA27	EHI01472
ABB26E1L1	20	10	176.4	7	ABB26E1	ABB26	EHI00144
AFT06E1L1	10	8	15.072	24	AFT06E1	AFT06	EHI02060
AEZ47E1L1	5	10	3.096	24	AEZ47E1	AEZ47	EHI02506
AIR19E1L1	20	3	200	7	AIR19E1	AIR19	NA
ABH56E1L1	20	13	200	23.1	ABH56E1	ABH56	NA
AAC21E1L1	10	12	0	24	AAC21E1	AAC21	NA
AII20E1L1	10	11	40.32	24	AII20E1	AII20	EHI01222
ABT53E2L1	10	16	28.8	24	ABT53E2	ABT53	NA
AHC55E1L1	20	3	200	23.3	AHC55E1	AHC55	EHI02173
AFV07E1L2	20	5	171.12	24	AFV07E1	AFV07	EHI01837
ABI43E1L1	20	4	176	3	ABI43E1	ABI43	EHI01705
AHC59E1L1	20	3	200	19.8	AHC59E1	AHC59	EHI02174
AHE12E1L1	20	4	200	12.5	AHE12E1	AHE12	EHI02196
AGZ51E1L1	5	9	5.592	24	AGZ51E1	AGZ51	EHI01374
AAQ42E1L1	20	8	134.16	24	AAQ42E1	AAQ42	EHI00985
ABK69E1L1	20	13	145.92	24	ABK69E1	ABK69	EHI00117
ACE40E1L1	5	16	1.3872	24	ACE40E1	ACE40	EHI00842
AII26E1L1	20	4	200	6.2	AII26E1	AII26	EHI01128, EHI01652
AGC42E1L1	20	7	87.84	24	AGC42E1	AGC42	EHI01315
ABU49E1L1	10	21	0	24	ABU49E1	ABU49	NA
AAZ57E1L1	20	7	200	9.9	AAZ57E1	AAZ57	EHI02013
ACD89E1L1	5	14	0.6168	24	ACD89E1	ACD89	EHI00829
AGO09E1L1	20	6	80.88	24	AGO09E1	AGO09	EHI02609
AHB59E1L1	20	3	200	16.1	AHB59E1	AHB59	EHI02158
AD85E1L1	20	8	185.76	24	AD85E1	AD85	EHI00059
AFQ49E1L1	20	5	183	8	AFQ49E1	AFQ49	EHI01076
C1_EXB0042E1L1	2	18	0	24	C1_EXB0042E1	C1_EXB0042	NA
AGO03E1L1	20	10	51.36	24	AGO03E1	AGO03	NA
AFN32E1L1	5	8	8.712	24	AFN32E1	AFN32	EHI02463
OPAU36E1L1	5	11	3.6	24	OPAU36E1	OPAU36	EHI00639, EHI01672
L1	10	16	NA	0	NA	NA	NA
AFV48E1L1	20	3	152.2	20	AFV48E1	AFV48	EHI00396
NSAP54E1L1	20	10	240.3	27	NSAP54E1	NSAP54	EHI00032
AFI30E1L1	20	3	84.48	24	AFI30E1	AFI30	EHI02348
ABB56E1L1	20	3	200	16.7	ABB56E1	ABB56	EHI02237
AGM73E1L1	20	5	200	7.8	AGM73E1	AGM73	NA
ABD27E2L1	20	14	200	103	ABD27E2	ABD27	EHI02114
AIZ92E1L1	5	14	2.976	24	AIZ92E1	AIZ92	EHI02660
AAB02E1L1	20	5	200	7.5	AAB02E1	AAB02	EHI00385
AD79E1L1	20	12	83.28	24	AD79E1	AD79	EHI00049
AFV17E1L2	10	10	15.216	24	AFV17E1	AFV17	EHI01855
AIY87E1L1	5	11	6.648	24	AIY87E1	AIY87	EHI02648
AAH59E1L1	5	15	2.688	24	AAH59E1	AAH59	EHI00830
C1_EXB0022E1L1	2	25	0	20	C1_EXB0022E1	C1_EXB0022	EHI00360
ABZ64E1L1	5	10	4.32	24	ABZ64E1	ABZ64	EHI00638
AKD61E1L1	5	18	0.2568	24	AKD61E1	AKD61	NA
AIG22E1L1	20	9	200	4.7	AIG22E1	AIG22	EHI01181
AAD29E1L1	5	11	4.464	24	AAD29E1	AAD29	EHI01225
AAW14E1L1	20	10	120.96	24	AAW14E1	AAW14	EHI00090
AGN46E1L1	20	6	200	8.4	AGN46E1	AGN46	NA
AAS04E1L1	10	14	20.223	27	AAS04E1	AAS04	EHI00031
ADG55E1L1	10	4	44.4	24	ADG55E1	ADG55	EHI02354
ABA24E1L1	20	5	200	7.9	ABA24E1	ABA24	EHI01996
AAE69E1L1	10	8	36.48	24	AAE69E1	AAE69	EHI01197
AFM23E1L1	20	7	197	10	AFM23E1	AFM23	EHI00711
AGB97E1L1	20	7	116.16	24	AGB97E1	AGB97	EHI01281
AEB12E1L1	10	9	33.36	24	AEB12E1	AEB12	EHI01218
ADV74E1L1	10	10	24.96	24	ADV74E1	ADV74	EHI00363
ABJ45E1L1	20	NA	185.9	13	ABJ45E1	ABJ45	NA
ABW41E1L1	20	3	200	12	ABW41E1	ABW41	EHI01729
AHC82E1L1	20	3	113.76	24	AHC82E1	AHC82	EHI02177
AAW44E1L1	5	12	1.2768	24	AAW44E1	AAW44	EHI01561
AAI14E1L1	20	10	65.52	24	AAI14E1	AAI14	EHI00802
AEV21E1L1	5	11	2.568	24	AEV21E1	AEV21	EHI01572
AEY22E1L1	20	7	81.12	24	AEY22E1	AEY22	EHI00702
AEL92E1L1	20	4	200	15.2	AEL92E1	AEL92	EHI00394
AGO36E1L1	10	7	37.68	24	AGO36E1	AGO36	EHI02573
AHB79E1L1	20	3	163.68	24	AHB79E1	AHB79	EHI02163
ADV02E1L1	10	13	1.2	20	ADV02E1	ADV02	EHI00243
AAS19E1L1	10	12	22.707	27	AAS19E1	AAS19	EHI00012
AGY87E1L1	10	10	13.656	24	AGY87E1	AGY87	NA
ABW34E1L1	20	13	144.72	24	ABW34E1	ABW34	EHI00328
AKD85E1L1	5	16	4.584	24	AKD85E1	AKD85	NA
AGO40E1L1	10	6	30.24	24	AGO40E1	AGO40	EHI02574
AEY28E1L1	5	13	2.544	24	AEY28E1	AEY28	EHI00744
AFH64E1L1	20	3	200	20.8	AFH64E1	AFH64	EHI02353
AFV05E1L1	5	19	2.952	24	AFV05E1	AFV05	NA
AII13E1L1	20	4	200	14.9	AII13E1	AII13	EHI01102
AAH46E1L1	10	8	15.528	24	AAH46E1	AAH46	EHI02407
AEL17E1L1	20	3	149.28	24	AEL17E1	AEL17	EHI02239
ADU27E1L1	5	18	7.128	24	ADU27E1	ADU27	EHI01777
AGI07E1L1	10	8	15.84	24	AGI07E1	AGI07	EHI01764
ABO01E1L1	20	4	200	14.8	ABO01E1	ABO01	EHI00508
AGO07E1L1	20	7	84.72	24	AGO07E1	AGO07	EHI02572
AEV50E1L1	5	10	9.912	24	AEV50E1	AEV50	EHI01425
AAS05E1L1	10	24	19.251	27	AAS05E1	AAS05	NA
OPAU5E2L1	20	10	75.36	24	OPAU5E2	OPAU5	EHI00588
AGG19E1L1	20	5	200	2.3	AGG19E1	AGG19	EHI00775
AAD12E2L1	10	16	4.8	24	AAD12E2	AAD12	EHI00046
AFO83E1L1	20	7	50.4	24	AFO83E1	AFO83	EHI02069
AAP17E1L1	20	9	110.4	24	AAP17E1	AAP17	EHI01436
ADM14E1L1	20	3	197.34	23	ADM14E1	ADM14	EHI00527
ABB91E1L1	20	5	184.32	24	ABB91E1	ABB91	EHI01728
AGO32E1L1	20	6	68.4	24	AGO32E1	AGO32	EHI02571
AAX65E1L1	5	11	4.584	24	AAX65E1	AAX65	EHI01560
AFN30E1L1	10	10	16.128	24	AFN30E1	AFN30	EHI01346
AGZ71E1L1	5	13	2.1888	24	AGZ71E1	AGZ71	EHI01400
AFT17E1L1	10	6	11.88	24	AFT17E1	AFT17	EHI02040
ACD17E1L1	2	18	0	24	ACD17E1	ACD17	EHI00845
AGF98E1L1	10	6	25.2	24	AGF98E1	AGF98	EHI00510
AIZ54E1L1	5	16	0.9264	24	AIZ54E1	AIZ54	NA
C1_EXB0078E1L1	2	0	0	24	C1_EXB0078E1	C1_EXB0078	NA
AIJ42E1L1	20	4	200	15.7	AIJ42E1	AIJ42	EHI01787
AAX84E1L1	5	14	1.848	24	AAX84E1	AAX84	NA
ABC26E1L1	20	7	90.72	24	ABC26E1	ABC26	EHI00365
AGM48E1L1	20	11	127.44	24	AGM48E1	AGM48	NA
AAT42E1L1	10	16	2.268	27	AAT42E1	AAT42	NA
AAH50E1L1	10	10	10.68	24	AAH50E1	AAH50	EHI02408
AAP06E1L1	10	8	48.72	24	AAP06E1	AAP06	EHI01437
C1_EXB0064E1L1	2	19	0.4848	24	C1_EXB0064E1	C1_EXB0064	NA
AGG08E1L1	20	6	200	2.2	AGG08E1	AGG08	EHI00777
AAM68E1L1	20	4	200	19.2	AAM68E1	AAM68	EHI01730
ABQ90E1L1	10	9	26.4	24	ABQ90E1	ABQ90	EHI02287
AAC79E2L1	10	16	1.68	24	AAC79E2	AAC79	EHI00164
ACB22E1L1	5	9	3.84	24	ACB22E1	ACB22	EHI00599, EHI01679
AEY32E1L1	20	3	200	6.2	AEY32E1	AEY32	EHI02337
AA95E1L1	20	4	200	11.2	AA95E1	AA95	EHI00403
AIQ80E1L1	20	4	200	12.3	AIQ80E1	AIQ80	EHI01964
ABS42E1L2	10	9	41.76	24	ABS42E1	ABS42	NA
AGO89E1L1	20	5	85.68	24	AGO89E1	AGO89	EHI02575
ACH69E1L1	10	7	22.6	20	ACH69E1	ACH69	EHI00277
AEM28E1L1	20	3	200	14.2	AEM28E1	AEM28	EHI02242
AAS44E2L1	10	12	14.283	27	AAS44E2	AAS44	NA
AAU87E1L1	20	8	200	14.9	AAU87E1	AAU87	EHI01491
AAW26E1L1	10	16	5.57	24	AAW26E1	AAW26	EHI00096, EHI01242
AAT44E1L1	20	11	62.64	27	AAT44E1	AAT44	NA
AIZ68E1L1	5	14	4.032	24	AIZ68E1	AIZ68	EHI02658
AAW46E1L1	10	8	21.528	24	AAW46E1	AAW46	EHI01532
AAH41E1L1	10	8	44.88	24	AAH41E1	AAH41	EHI00794
AIR15E1L1	20	4	200	5.5	AIR15E1	AIR15	NA
OPAU13E2L1	20	8	86.88	24	OPAU13E2	OPAU13	EHI00635
AHO86E1L1	5	12	1.7664	24	AHO86E1	AHO86	EHI02539, EHI02661
AIZ14E1L1	5	15	0.8232	24	AIZ14E1	AIZ14	EHI02659
AGZ52E1L1	5	11	6	24	AGZ52E1	AGZ52	EHI01399
ABA63E1L1	20	7	96.72	24	ABA63E1	ABA63	EHI00262
AIQ78E1L1	20	5	97.92	24	AIQ78E1	AIQ78	EHI01963
ADU68E1L1	20	6	108.72	24	ADU68E1	ADU68	EHI01997
ABS19E1L1	20	4	200	21.8	ABS19E1	ABS19	EHI01040
L1	10	16	24.775	25	NA	NA	NA
AGD12E1L1	20	5	200	9.7	AGD12E1	AGD12	EHI01282
ADM56E1L1	20	4	195.6	12	ADM56E1	ADM56	EHI00520
AHB47E1L1	10	8	24.72	24	AHB47E1	AHB47	EHI02283
AFV15E1L1	20	16	133.2	24	AFV15E1	AFV15	NA
AGN18E1L1	20	11	86.16	24	AGN18E1	AGN18	NA
ACR98E1L1	20	6	200	6.9	ACR98E1	ACR98	EHI01247
AAN28E1L1	20	3	200	12.3	AAN28E1	AAN28	EHI02226
AGI58E2L1	20	20	183.36	24	AGI58E2	AGI58	EHI02137
AFU82E1L1	20	9	201	15	AFU82E1	AFU82	NA
ACX29E1L1	20	6	195	15	ACX29E1	ACX29	EHI01050
BATA08E1L1	20	10	199.8	18	BATA08E1	BATA08	EHI00315
AAC40E1L1	10	12	2.16	24	AAC40E1	AAC40	NA
ADF10E1L1	20	19	32.16	24	ADF10E1	ADF10	EHI00311
AIZ72E1L1	5	16	0.8328	24	AIZ72E1	AIZ72	NA
AFZ35E1L1	20	5	91.92	24	AFZ35E1	AFZ35	EHI02260
AJP45E1L1	20	8	82.56	24	AJP45E1	AJP45	EHI02632
AFL04E1L1	20	6	191.1	13	AFL04E1	AFL04	EHI00708
ADJ34E1L1	10	6	15.84	24	ADJ34E1	ADJ34	EHI00422
ABZ62E1L1	20	6	89.52	24	ABZ62E1	ABZ62	EHI00532
AFU70E1L1	20	6	77.8	24	AFU70E1	AFU70	EHI00767
AFU81E1L1	5	6	1.632	24	AFU81E1	AFU81	NA
AAV28E1L1	20	7	200	15	AAV28E1	AAV28	EHI01453
ACZ16E1L1	5	12	1.68	24	ACZ16E1	ACZ16	NA
ACK84E1L1	10	9	46.8	24	ACK84E1	ACK84	EHI01347
AGN56E1L1	20	6	200	8.2	AGN56E1	AGN56	NA
ACZ98E2L1	20	8	74.4	24	ACZ98E2	ACZ98	EHI00641
AGN62E1L1	20	7	170.64	24	AGN62E1	AGN62	NA
ABJ45E1L2	20	7	185.9	13	ABJ45E1	ABJ45	EHI00182
AEV45E1L1	10	10	47.04	24	AEV45E1	AEV45	EHI01426
AAS11E1L1	10	17	6.561	27	AAS11E1	AAS11	EHI00033
BATC11E1L1	20	7	195.8	20	BATC11E1	BATC11	EHI00248
AAE13E1L1	10	8	14.736	24	AAE13E1	AAE13	EHI01200
AAW47E2L2	5	16	1.4568	24	AAW47E2	AAW47	NA
ACX91E1L1	20	4	200	6.7	ACX91E1	ACX91	EHI01804
OPAU51E2L1	20	8	200.184	24	OPAU51E2	OPAU51	EHI00613
ACD95E1L1	5	16	0.552	24	ACD95E1	ACD95	EHI00900
AEM33E1L1	20	6	110.88	24	AEM33E1	AEM33	EHI01998
AGF26E1L1	10	30	17.52	24	AGF26E1	AGF26	EHI00661
AGO98E1L1	10	6	42.96	24	AGO98E1	AGO98	EHI02577
AFP19E1L1	20	6.35614381	200	11.6	AFP19E1	AFP19	EHI01077
AHE88E1L1	20	6	66	24	AHE88E1	AHE88	EHI02216
AHQ55E1L1	20	5	200	9.3	AHQ55E1	AHQ55	EHI01248
AGO08E1L1	10	7	25.44	24	AGO08E1	AGO08	EHI02576
ACC15E1L1	2	16	0	24	ACC15E1	ACC15	EHI00587
AEA85E1L1	20	7	50.88	24	AEA85E1	AEA85	EHI01173
AAS41E1L1	10	16	4.131	27	AAS41E1	AAS41	EHI00014
ABK55E1L1	20	10	144.96	24	ABK55E1	ABK55	EHI00126
AAC79E1L1	10	12	0	24	AAC79E1	AAC79	NA
AEM20E1L1	10	11	13.536	24	AEM20E1	AEM20	EHI02303
AIH22E1L1	20	6	200	15.2	AIH22E1	AIH22	EHI01103
C2_EXB0001E1L1	10	20	0	0	C2_EXB0001E1	C2_EXB0001	NA
ACE35E1L1	20	5	200	21.4	ACE35E1	ACE35	EHI00988
AII37E1L1	20	4	200	5.2	AII37E1	AII37	EHI01104, EHI01638
AFK88E1L1	20	6	177	5	AFK88E1	AFK88	EHI00705
C1_EXB0006E1L1	10	18	0	0	C1_EXB0006E1	C1_EXB0006	NA
AAW75E1L1	10	8	13.2	24	AAW75E1	AAW75	EHI01533
C5_EXB0004E1L1	10	22	0	27	C5_EXB0004E1	C5_EXB0004	NA
AAD56E1L1	10	9	20.568	24	AAD56E1	AAD56	EHI01198
ABO21E1L1	20	6	200	10.3	ABO21E1	ABO21	EHI01731
AAD31E1L1	10	9	13.056	24	AAD31E1	AAD31	EHI01199
AFH50E1L1	10	7	42.48	24	AFH50E1	AFH50	EHI02400
AAV43E1L1	20	10	165.36	24	AAV43E1	AAV43	NA
C1_EXB0080E1L1	5	20	5.448	24	C1_EXB0080E1	C1_EXB0080	NA
AAV11E1L2	20	10	89.18	13	AAV11E1	AAV11	EHI01827
AAL73E1L1	20	13	58.56	24	AAL73E1	AAL73	EHI00331
AEU09E1L1	20	7	136.56	24	AEU09E1	AEU09	EHI01454
AFH79E1L1	5	12	1.6536	24	AFH79E1	AFH79	EHI02485
AGD07E1L1	20	4	200	6.9	AGD07E1	AGD07	EHI01283
ABW57E1L1	20	4	77.28	24	ABW57E1	ABW57	EHI01732
AFU63E1L1	20	9	169	24	AFU63E1	AFU63	EHI00772
AGN80E1L1	20	8	96.72	24	AGN80E1	AGN80	NA
ABG38E1L2	20	10	42	24	ABG38E1	ABG38	NA
AAZ62E1L1	20	7	200	13.2	AAZ62E1	AAZ62	EHI02000
AII09E1L1	20	8	200	15.7	AII09E1	AII09	EHI01182
AEY52E1L1	20	6	50.16	24	AEY52E1	AEY52	EHI02444
AAT09E2L1	10	19	2.64	24	AAT09E2	AAT09	NA
ACK88E1L1	5	13	3.264	24	ACK88E1	ACK88	EHI01391
AEM35E1L1	20	4	71.28	24	AEM35E1	AEM35	EHI02256
ABK06E1L1	20	4	197	16	ABK06E1	ABK06	EHI01710
AHB44E1L1	2	15	0.8688	24	AHB44E1	AHB44	EHI02308
AGC29E1L1	20	5	115.44	24	AGC29E1	AGC29	EHI01285
AA16E1L1	20	6	189.6	24	AA16E1	AA16	EHI00964
AEV83E1L1	5	13	4.44	24	AEV83E1	AEV83	EHI00742
AFK65E1L1	20	6	167.2	4	AFK65E1	AFK65	EHI00704
ABU59E2L2	20	7	83.16	18	ABU59E2	ABU59	EHI00209
AAU88E1L1	20	10	200	20.7	AAU88E1	AAU88	EHI02027
ACZ22E1L1	5	9	8.16	24	ACZ22E1	ACZ22	NA
AAS07E1L1	20	10	160.11	27	AAS07E1	AAS07	EHI00039
ADU56E1L1	20	8	68.16	24	ADU56E1	ADU56	EHI01753
ACS06E1L1	20	6	200	10.3	ACS06E1	ACS06	EHI01249
AAA52E1L1	20	6	200	19	AAA52E1	AAA52	EHI01455
AGC4E1L1	20	6	200	19	AGC4E1	AGC4	EHI01284
ACG33E1L1	10	16	48.48	24	ACG33E1	ACG33	NA
AFV04E1L2	5	10	2.976	24	AFV04E1	AFV04	EHI01856
AFU86E1L1	20	7	93.36	24	AFU86E1	AFU86	NA
AJP44E1L1	10	9	11.808	24	AJP44E1	AJP44	EHI02633
AFN15E1L1	5	12	3.504	24	AFN15E1	AFN15	EHI02470
ACP19E1L1	10	6	24.8	20	ACP19E1	ACP19	EHI00259
AKD76E1L1	10	9	13.944	24	AKD76E1	AKD76	EHI02693
ACR77E1L1	5	10	6.336	24	ACR77E1	ACR77	EHI01363
ABC99E1L1	5	10	4.56	24	ABC99E1	ABC99	EHI02382
ABR23E1L1	20	6	83.04	24	ABR23E1	ABR23	EHI02214
AEM16E1L1	20	4	200	16.9	AEM16E1	AEM16	EHI01999
AAS08E1L1	20	11	209.79	27	AAS08E1	AAS08	EHI00029
AEY89E1L1	5	12	3.384	24	AEY89E1	AEY89	EHI02484
ACB61E3L1	10	10	33.12	24	ACB61E3	ACB61	EHI02084
AIJ26E1L1	20	6	200	19.2	AIJ26E1	AIJ26	EHI01105, EHI01661
