"library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required"
"AFK63E1L1","LIB0040","AFK63","AFK63E1","EHI00735",24,38.4,1.6,10,10
"AFK65E1L1","LIB0040","AFK65","AFK65E1","EHI00704",4,167.2,41.8,20,6
"AFK88E1L1","LIB0040","AFK88","AFK88E1","EHI00705",5,177,35.4,20,6
"AFK90E1L1","LIB0040","AFK90","AFK90E1","EHI00706",9,197.1,21.9,20,5
"AFK92E1L1","LIB0040","AFK92","AFK92E1","EHI00707",24,143.3,5.97,20,7
"AFL04E1L1","LIB0040","AFL04","AFL04E1","EHI00708",13,191.1,14.7,20,6
"AFL05E1L1","LIB0040","AFL05","AFL05E1","EHI00746",12,198,16.5,20,12
"AFL06E1L1","LIB0040","AFL06","AFL06E1","EHI00747",24,8.2,0.34,5,11
"AFL08E1L1","LIB0040","AFL08","AFL08E1","EHI00709",13,184.6,14.2,20,6
"AFL15E1L1","LIB0040","AFL15","AFL15E1","EHI00710",6,182.4,30.4,20,6
"AFL24E1L1","LIB0040","AFL24","AFL24E1","EHI00759",10,199,19.9,20,17
"AFM23E1L1","LIB0040","AFM23","AFM23E1","EHI00711",10,197,19.7,20,7
"AFM25E1L1","LIB0040","AFM25","AFM25E1","EHI00748",24,6.1,0.25,5,11
"AFM27E1L1","LIB0040","AFM27","AFM27E1","EHI00736",24,12,0.5,10,10
"AFM33E1L1","LIB0040","AFM33","AFM33E1","EHI00737",23,192.5,8.37,20,8
"AFM35E1L1","LIB0040","AFM35","AFM35E1","EHI00712",17,198.9,11.7,20,7
"AFM37E1L1","LIB0040","AFM37","AFM37E1","EHI00713",24,183.8,7.66,20,7
"AFM39E1L1","LIB0040","AFM39","AFM39E1","EHI00749",24,43.7,1.82,10,11
"AFM47E1L1","LIB0040","AFM47","AFM47E1","EHI00714",23,198.7,8.64,20,7
"AFM55E1L1","LIB0040","AFM55","AFM55E1","EHI00715",9,189,21,20,6
"AFM58E1L1","LIB0040","AFM58","AFM58E1","EHI00716",9,186.3,20.7,20,6
"AFM60E1L1","LIB0040","AFM60","AFM60E1","EHI00717",13,197.6,15.2,20,6
"AFM63E1L1","LIB0040","AFM63","AFM63E1","EHI00750",24,2.2,0.09,5,13
"AFM65E1L1","LIB0040","AFM65","AFM65E1","EHI00718",22,198.4,9.02,20,7
"AFM69E1L1","LIB0040","AFM69","AFM69E1","EHI00738",24,66.2,2.76,20,10
"AFM71E1L1","LIB0040","AFM71","AFM71E1","EHI00739",24,0,0,2,0
"AFM73E1L1","LIB0040","AFM73","AFM73E1","EHI00756",24,32.6,1.36,10,16
"AFM75E1L1","LIB0040","AFM75","AFM75E1","EHI00740",24,83.8,3.49,20,8
"AFM77E1L1","LIB0040","AFM77","AFM77E1","EHI00719",7,184.1,26.3,20,7
"AFM81E1L1","LIB0040","AFM81","AFM81E1","EHI00741",12,194.4,16.2,20,8
"AFM85E1L1","LIB0040","AFM85","AFM85E1","EHI00720",24,198.7,8.28,20,7
"AFM87E1L1","LIB0040","AFM87","AFM87E1","EHI00721",18,192.6,10.7,20,6
"AFM89E1L1","LIB0040","AFM89","AFM89E1","EHI00722",24,82.3,3.43,20,7
"AFM95E1L1","LIB0040","AFM95","AFM95E1","EHI00723",11,196.9,17.9,20,5
"AFM98E1L1","LIB0040","AFM98","AFM98E1","EHI00724",16,192,12,20,6
"C1_EXB0041E1L1","LIB0040","C1_EXB0041","C1_EXB0041E1","EHI00760",24,0,0,2,23
"ABI39E1L1","LIB0038","ABI39","ABI39E1","",8,193,24.2,20,4
"ABI41E1L1","LIB0038","ABI41","ABI41E1","",9,183,20.4,20,5
"ABI43E1L1","LIB0038","ABI43","ABI43E1","",3,176,58.3,20,4
"ABI45E1L1","LIB0038","ABI45","ABI45E1","",12,193,16.1,20,5
"ABI57E1L1","LIB0038","ABI57","ABI57E1","",3,172,56.7,20,3
"ABI59E1L1","LIB0038","ABI59","ABI59E1","",4,180,45.4,20,5
"ABK04E1L1","LIB0038","ABK04","ABK04E1","",9,192,21.3,20,6
"ABK06E1L1","LIB0038","ABK06","ABK06E1","",16,197,12.3,20,4
"ABK13E1L1","LIB0038","ABK13","ABK13E1","",5,200,40.1,20,6
"ABK17E1L1","LIB0038","ABK17","ABK17E1","",7,189,26.9,20,6
"ABK19E1L1","LIB0038","ABK19","ABK19E1","",7,198,28.1,20,5
"ABK21E1L1","LIB0038","ABK21","ABK21E1","",10,185,18.5,20,4
"ABK43E1L1","LIB0038","ABK43","ABK43E1","",14,196,14,20,4
"ABK45E1L1","LIB0038","ABK45","ABK45E1","",24,186,7.75,20,5
"ABK47E1L1","LIB0038","ABK47","ABK47E1","",6,200,33.3,20,6
"ABK49E1L1","LIB0038","ABK49","ABK49E1","",14,194,13.9,20,6
"ABK56E1L1","LIB0038","ABK56","ABK56E1","",7,188,26.7,20,5
"ABK58E1L1","LIB0038","ABK58","ABK58E1","",5,175,34.9,20,6
"ABK60E1L1","LIB0038","ABK60","ABK60E1","",4,197,48.7,20,4
"ABK62E1L1","LIB0038","ABK62","ABK62E1","",4,167,41.9,20,6
"ABK68E1L1","LIB0038","ABK68","ABK68E1","",6,198,32.8,20,5
"ABK70E1L1","LIB0038","ABK70","ABK70E1","",14,193,13.8,20,4
"ABK72E1L1","LIB0038","ABK72","ABK72E1","",3,155,51,20,5
"ABK74E1L1","LIB0038","ABK74","ABK74E1","",8,183,22.9,20,5
"C1_EXB0037E1L1","LIB0038","C1_EXB0037","C1_EXB0037E1","",24,0,0,2,20
"AFU64E1L1","LIB0043","AFU64","AFU64E1","EHI00761",24,21.4,0.89,10,6
"AFU63E1L1","LIB0043","AFU63","AFU63E1","EHI00772",24,169,7.03,20,9
"AFU67E1L1","LIB0043","AFU67","AFU67E1","EHI00762",9,184,20.4,20,6
"AFU65E1L1","LIB0043","AFU65","AFU65E1","EHI00763",24,102.4,4.26,20,5
"AFU61E1L1","LIB0043","AFU61","AFU61E1","EHI00764",8,189,23.6,20,5
"AFU68E1L1","LIB0043","AFU68","AFU68E1","EHI00765",9,186,20.6,20,5
"AFU69E1L1","LIB0043","AFU69","AFU69E1","EHI00766",17,197,11.6,20,6
"AFU66E1L1","LIB0043","AFU66","AFU66E1","EHI00773",22,192.5,8.75,20,8
"AFU70E1L1","LIB0043","AFU70","AFU70E1","EHI00767",24,77.8,3.24,20,6
"AFU76E1L1","LIB0043","AFU76","AFU76E1","EHI00768",24,183.5,7.65,20,5
"AFU72E1L1","LIB0043","AFU72","AFU72E1","EHI00769",16,190,11.9,20,6
"AFU85E1L1","LIB0043","AFU85","AFU85E1","EHI00770",24,15.2,0.63,10,5
"AFU79E1L1","LIB0043","AFU79","AFU79E1","EHI00771",19,196,10.3,20,6
"C1_EXB0046E1L1","LIB0043","C1_EXB0046","C1_EXB0046E1","",24,0,0,2,20
"AFO76E1L1","LIB0044","AFO76","AFO76E1","EHI01073",18,193,10.7,20,4
"AFO81E2L1","LIB0044","AFO81","AFO81E2","EHI01064",24,120.5,5.03,20,6
"AFO93E1L1","LIB0044","AFO93","AFO93E1","EHI01061",22,195,8.86,20,6
"AFO99E1L1","LIB0044","AFO99","AFO99E1","EHI01063",17,194,11.4,20,6
"AFP15E1L1","LIB0044","AFP15","AFP15E1","EHI01065",24,165,6.87,20,4
"AFP19E1L1","LIB0044","AFP19","AFP19E1","EHI01077",11.6,200,17.3,20,6
"AFP31E1L1","LIB0044","AFP31","AFP31E1","EHI01066",20,198,9.91,20,6
"AFP35E1L1","LIB0044","AFP35","AFP35E1","EHI01052",24,147.5,6.14,20,7
"AFP45E1L1","LIB0044","AFP45","AFP45E1","EHI01049",24,178.5,7.44,20,7
"AFP61E1L1","LIB0044","AFP61","AFP61E1","EHI01070",24,130,5.41,20,4
"AFP66E1L1","LIB0044","AFP66","AFP66E1","EHI01079",4,186,46,20,5
"AFQ71E2L1","LIB0044","AFQ71","AFQ71E2","EHI01068",18,198,11,20,4
"AFP75E2L1","LIB0044","AFP75","AFP75E2","EHI01053",24,144,6,20,7
"AFP79E1L1","LIB0044","AFP79","AFP79E1","EHI01056",24,146.5,6.11,20,6
"AFP84E1L1","LIB0044","AFP84","AFP84E1","EHI01047",24,172,7.17,20,7
"AFP91E2L1","LIB0044","AFP91","AFP91E2","EHI01071",24,152.5,6.36,20,4
"AFP93E1L1","LIB0044","AFP93","AFP93E1","EHI01074",8,200,25.1,20,4
"AFP97E1L1","LIB0044","AFP97","AFP97E1","EHI01075",6,188,31.1,20,5
"C1_EXB0039E1L1","LIB0044","C1_EXB0039","C1_EXB0039E1","EHI01044",24,0,0,2,20
"AFQ17E1L1","LIB0045","AFQ17","AFQ17E1","EHI01080",24,139,5.78,20,4
"AFQ25E1L1","LIB0045","AFQ25","AFQ25E1","EHI01085",23,198.5,8.63,20,4
"AFQ29E1L1","LIB0045","AFQ29","AFQ29E1","EHI01078",10,196,19.6,20,5
"ACX25E1L1","LIB0045","ACX25","ACX25E1","EHI01082",11,200,18.1,20,5
"ACX27E1L1","LIB0045","ACX27","ACX27E1","EHI01057",8,191,23.9,20,6
"ACX55E1L1","LIB0045","ACX55","ACX55E1","EHI01081",24,134,5.59,20,4
"AFQ09E1L1","LIB0045","AFQ09","AFQ09E1","EHI01062",5,182,36.3,20,5
"AFQ40E1L1","LIB0045","AFQ40","AFQ40E1","EHI01083",13,197,15.1,20,5
"AFQ51E1L1","LIB0045","AFQ51","AFQ51E1","EHI01046",7,185,26.3,20,10
"ACX29E1L1","LIB0045","ACX29","ACX29E1","EHI01050",15,195,13,20,6
"AFQ67E2L1","LIB0045","AFQ67","AFQ67E2","EHI01058",24,83.5,3.48,20,6
"AFQ69E1L1","LIB0045","AFQ69","AFQ69E1","EHI01054",9,192,21.3,20,6
"AFQ71E2L2","LIB0045","AFQ71","AFQ71E2","",18,198,11,20,5
"ACX37E2L1","LIB0045","ACX37","ACX37E2","EHI01045",24,75.5,3.15,20,5
"AFP85E1L1","LIB0045","AFP85","AFP85E1","EHI01067",6,172,28.9,20,5
"AFQ41E1L1","LIB0045","AFQ41","AFQ41E1","EHI01055",22,199.5,9.07,20,6
"AFQ49E1L1","LIB0045","AFQ49","AFQ49E1","EHI01076",8,183,22.8,20,5
"AFQ79E2L1","LIB0045","AFQ79","AFQ79E2","EHI01069",6,197,33,20,6
"AFQ85E1L1","LIB0045","AFQ85","AFQ85E1","EHI01059",24,154,6.41,20,6
"ACX77E1L1","LIB0045","ACX77","ACX77E1","EHI01084",3,182,60,20,4
"ACX88E1L1","LIB0045","ACX88","ACX88E1","EHI01051",6,188,31.2,20,7
"ACY05E1L1","LIB0045","ACY05","ACY05E1","EHI01086",8,183,22.9,20,4
"ACY29E1L1","LIB0045","ACY29","ACY29E1","EHI01072",17,190,11.2,20,5
"C1_EXB0040E1L1","LIB0045","C1_EXB0040","C1_EXB0040E1","EHI01048",24,0,0,2,17
"AFQ11E1L1","LIB0045","AFQ11","AFQ11E1","EHI01060",24,129.5,5.4,20,6
"AA01E1L1","LIB0046","AA01","AA01E1","EHI01029",1.7,200,117,20,4
"AA96E1L1","LIB0046","AA96","AA96E1","EHI01000",1.3,200,158,20,4
"AB04E1L1","LIB0046","AB04","AB04E1","EHI00921",24,12.1,0.5,10,9
"ABS11E1L1","LIB0046","ABS11","ABS11E1","EHI00949",18.2,200,11,20,6
"ABS19E1L1","LIB0046","ABS19","ABS19E1","EHI01040",21.8,200,9.17,20,4
"ABS39E1L1","LIB0046","ABS39","ABS39E1","EHI00870",24,196.8,8.2,20,5
"ABW29E1L1","LIB0046","ABW29","ABW29E1","EHI01033",24,141.4,5.89,20,4
"ABW33E1L1","LIB0046","ABW33","ABW33E1","EHI00990",24,75.6,3.15,20,5
"ABW35E1L1","LIB0046","ABW35","ABW35E1","EHI00860",24,85.9,3.58,20,24
"ABW38E1L1","LIB0046","ABW38","ABW38E1","EHI00887",24,97.2,4.05,20,7
"ABW40E1L1","LIB0046","ABW40","ABW40E1","EHI00922",24,95.5,3.98,20,7
"ABW45E1L1","LIB0046","ABW45","ABW45E1","EHI01038",24,166.8,6.95,20,3
"ABZ25E1L1","LIB0046","ABZ25","ABZ25E1","EHI01041",2.9,200,69,20,3
"ABZ28E1L1","LIB0046","ABZ28","ABZ28E1","EHI00960",2.8,200,70.8,20,5
"ABZ31E1L1","LIB0046","ABZ31","ABZ31E1","EHI01012",2.4,200,85,20,5
"ABZ35E1L1","LIB0046","ABZ35","ABZ35E1","EHI01036",12.1,200,16.5,20,3
"ABZ38E1L1","LIB0046","ABZ38","ABZ38E1","EHI01024",2.5,200,79.9,20,5
"ADD84E1L1","LIB0046","ADD84","ADD84E1","EHI01042",5.1,200,39.6,20,3
"ADD92E1L1","LIB0046","ADD92","ADD92E1","EHI01031",4.1,200,49.1,20,5
"ADD96E1L1","LIB0046","ADD96","ADD96E1","EHI01014",3.8,200,52.4,20,5
"ADE04E1L1","LIB0046","ADE04","ADE04E1","EHI01037",9.2,200,21.7,20,4
"ADE14E1L1","LIB0046","ADE14","ADE14E1","EHI01006",6.6,200,30.2,20,5
"ADU74E1L1","LIB0046","ADU74","ADU74E1","",5.7,200,35.1,20,5
"C1_EXB0047E1L1","LIB0046","C1_EXB0047","C1_EXB0047E1","",24,0,0,2,21
"AAN19E2L1","LIB0046","AAN19","AAN19E2","EHI00932",13.4,200,14.9,20,7
"AAN22E2L1","LIB0046","AAN22","AAN22E2","EHI00969",10.1,200,19.9,20,5
"AAN40E2L1","LIB0046","AAN40","AAN40E2","EHI00950",15.2,200,13.2,20,7
"AAN43E2L1","LIB0046","AAN43","AAN43E2","EHI00967",22.4,200,8.94,20,5
"AAN49E2L1","LIB0046","AAN49","AAN49E2","EHI01022",18.3,200,10.9,20,5
"AAN52E2L1","LIB0046","AAN52","AAN52E2","EHI00970",5.6,200,35.6,20,7
"AAN57E2L1","LIB0046","AAN57","AAN57E2","EHI00924",8,200,24.9,20,7
"AAN59E2L1","LIB0046","AAN59","AAN59E2","EHI00977",18,200,11.1,20,5
"AAN61E2L1","LIB0046","AAN61","AAN61E2","EHI01003",11,200,18.2,20,5
"AAN63E2L1","LIB0046","AAN63","AAN63E2","EHI00987",13.8,200,14.5,20,5
"C1_EXB0016E1L1","LIB0046","C1_EXB0016","C1_EXB0016E1","",24,13.2,0.55,5,21
"AA05E1L1","LIB0047","AA05","AA05E1","EHI01039",24,53.5,2.23,20,8
"AA16E1L1","LIB0047","AA16","AA16E1","EHI00964",24,189.6,7.9,20,6
"AA75E1L1","LIB0047","AA75","AA75E1","EHI00873",24,2.2,0.09,5,13
"AA84E1L1","LIB0047","AA84","AA84E1","EHI00951",24,7.2,0.3,5,12
"AA87E1L1","LIB0047","AA87","AA87E1","EHI00933",20.7,200,9.64,20,6
"AA90E1L1","LIB0047","AA90","AA90E1","EHI00966",24,151.7,6.32,20,6
"AA91E1L1","LIB0047","AA91","AA91E1","EHI00891",24,132.7,5.53,20,7
"AAL46E1L1","LIB0047","AAL46","AAL46E1","EHI01005",24,8.2,0.34,5,11
"AAL55E1L1","LIB0047","AAL55","AAL55E1","EHI00864",24,11.7,0.49,10,10
"AAM01E1L1","LIB0047","AAM01","AAM01E1","EHI00959",24,33.6,1.4,10,8
"AAM32E1L1","LIB0047","AAM32","AAM32E1","EHI00862",24,18.5,0.77,10,7
"AAM45E1L1","LIB0047","AAM45","AAM45E1","EHI00883",24,22.4,0.93,10,10
"AAM50E1L1","LIB0047","AAM50","AAM50E1","EHI00874",24,13.7,0.57,10,10
"AAN05E1L1","LIB0047","AAN05","AAN05E1","EHI00875",24,68.9,2.87,20,7
"AB01E1L1","LIB0047","AB01","AB01E1","EHI00957",24,28.3,1.18,10,9
"AB07E1L1","LIB0047","AB07","AB07E1","EHI01032",24,104.6,4.36,20,8
"AB10E1L1","LIB0047","AB10","AB10E1","EHI00992",24,191.8,7.99,20,6
"AB12E1L1","LIB0047","AB12","AB12E1","EHI00888",24,25.7,1.07,10,6
"ABF92E1L1","LIB0047","ABF92","ABF92E1","EHI00907",24,55.2,2.3,20,6
"ABG01E1L1","LIB0047","ABG01","ABG01E1","EHI00976",24,9.7,0.4,5,8
"ABG19E1L1","LIB0047","ABG19","ABG19E1","EHI01028",24,81.8,3.41,20,8
"ABG29E1L1","LIB0047","ABG29","ABG29E1","EHI00920",24,46.1,1.92,20,7
"ABG46E1L1","LIB0047","ABG46","ABG46E1","EHI01013",24,6,0.25,5,11
"ABG47E1L1","LIB0047","ABG47","ABG47E1","EHI00879",24,23.7,0.99,10,7
"ABG66E1L1","LIB0047","ABG66","ABG66E1","EHI00975",21.6,200,9.26,20,6
"ABN46E1L1","LIB0047","ABN46","ABN46E1","EHI00989",24,20.1,0.84,10,8
"ABN91E1L1","LIB0047","ABN91","ABN91E1","EHI01034",22,200,9.08,20,4
"ABO02E1L1","LIB0047","ABO02","ABO02E1","EHI01023",11.9,200,16.8,20,3
"ABO04E1L1","LIB0047","ABO04","ABO04E1","EHI01035",24,99.6,4.15,20,8
"ABO06E1L1","LIB0047","ABO06","ABO06E1","EHI01011",24,196.6,8.19,20,5
"ABO35E1L1","LIB0047","ABO35","ABO35E1","EHI00941",23.4,200,8.56,20,6
"ABO44E1L1","LIB0047","ABO44","ABO44E1","EHI00942",24,155.5,6.48,20,7
"ABO53E1L1","LIB0047","ABO53","ABO53E1","EHI01017",8.4,200,23.7,20,5
"ABP10E1L1","LIB0047","ABP10","ABP10E1","EHI01015",7.8,200,25.5,20,6
"ABP28E1L1","LIB0047","ABP28","ABP28E1","EHI00981",23.9,200,8.38,20,6
"ABP46E1L1","LIB0047","ABP46","ABP46E1","EHI00889",24,77.3,3.22,20,7
"ABP93E1L1","LIB0047","ABP93","ABP93E1","EHI00902",24,113,4.71,20,7
"ABQ03E1L1","LIB0047","ABQ03","ABQ03E1","EHI00980",24,97.9,4.08,20,5
"ABQ13E1L1","LIB0047","ABQ13","ABQ13E1","EHI00914",24,35.5,1.48,10,7
"ABQ22E1L1","LIB0047","ABQ22","ABQ22E1","EHI00998",24,113,4.71,20,8
"ABQ25E1L1","LIB0047","ABQ25","ABQ25E1","EHI01010",20.6,200,9.73,20,5
"ABQ29E1L1","LIB0047","ABQ29","ABQ29E1","EHI00910",24,82.8,3.45,20,7
"ABS91E1L1","LIB0047","ABS91","ABS91E1","EHI00904",24,19.7,0.82,10,7
"ABS93E1L1","LIB0047","ABS93","ABS93E1","EHI00890",24,9.1,0.38,5,9
"ABS95E1L1","LIB0047","ABS95","ABS95E1","EHI00978",24,25.7,1.07,10,8
"C1_EXB0048E1L1","LIB0047","C1_EXB0048","C1_EXB0048E1","",24,0,0,2,22
"AAQ42E1L1","LIB0047","AAQ42","AAQ42E1","EHI00985",24,134.2,5.59,20,8
"AAQ43E1L1","LIB0047","AAQ43","AAQ43E1","EHI00937",24,153.1,6.38,20,7
"AAQ45E1L1","LIB0047","AAQ45","AAQ45E1","EHI00908",24,169.9,7.08,20,7
"AAQ47E1L1","LIB0047","AAQ47","AAQ47E1","EHI00869",24,100.8,4.2,20,7
"AAQ51E1L1","LIB0047","AAQ51","AAQ51E1","EHI01025",24,117.6,4.9,20,8
"ABS01E1L1","LIB0047","ABS01","ABS01E1","EHI00958",24,179.3,7.47,20,7
"ABS25E1L1","LIB0047","ABS25","ABS25E1","EHI00916",16,200,12.5,20,7
"ABS27E1L1","LIB0047","ABS27","ABS27E1","EHI00956",13,200,15.4,20,5
"ABS31E1L1","LIB0047","ABS31","ABS31E1","EHI01008",24,106.1,4.42,20,8
"ABS41E1L1","LIB0047","ABS41","ABS41E1","EHI01043",15.4,200,13,20,11
"ABZ42E1L1","LIB0047","ABZ42","ABZ42E1","EHI00974",2.6,200,75.5,20,6
"ABZ51E1L1","LIB0047","ABZ51","ABZ51E1","EHI01009",4.5,200,44.3,20,5
"ADD86E1L1","LIB0047","ADD86","ADD86E1","EHI01026",5.1,200,39.3,20,4
"ADD89E1L1","LIB0047","ADD89","ADD89E1","EHI00997",8.7,200,22.9,20,6
"ADE09E1L1","LIB0047","ADE09","ADE09E1","EHI00936",8.2,200,24.3,20,6
"ADW16E1L1","LIB0047","ADW16","ADW16E1","",3.2,200,62.3,20,5
"C1_EXB0049E1L1","LIB0047","C1_EXB0049","C1_EXB0049E1","",24,0,0,2,22
"AAQ46E1L1","LIB0048","AAQ46","AAQ46E1","EHI00943",24,8,0.33,5,8
"AAQ48E1L1","LIB0048","AAQ48","AAQ48E1","EHI00923",24,3.1,0.13,5,13
"AAQ52E1L1","LIB0048","AAQ52","AAQ52E1","EHI00913",24,3.9,0.16,5,12
"ABP75E1L1","LIB0048","ABP75","ABP75E1","EHI00898",24,31.9,1.33,10,9
"ABQ10E1L1","LIB0048","ABQ10","ABQ10E1","EHI00986",24,62.6,2.61,20,8
"ABQ28E1L1","LIB0048","ABQ28","ABQ28E1","EHI00925",24,177.8,7.41,20,7
"ABQ53E1L1","LIB0048","ABQ53","ABQ53E1","EHI00927",24,29.8,1.24,10,9
"ABQ58E1L1","LIB0048","ABQ58","ABQ58E1","EHI00996",24,8.5,0.36,5,11
"ABQ67E1L1","LIB0048","ABQ67","ABQ67E1","EHI01001",17.5,200,11.4,20,5
"ABQ79E1L1","LIB0048","ABQ79","ABQ79E1","EHI00912",24,5.9,0.24,5,15
"ABQ86E1L1","LIB0048","ABQ86","ABQ86E1","EHI01019",24,56.6,2.36,20,8
"ABS04E1L1","LIB0048","ABS04","ABS04E1","EHI00895",24,42.2,1.76,10,7
"ABS06E1L1","LIB0048","ABS06","ABS06E1","EHI00903",24,30,1.25,10,7
"ABS08E1L1","LIB0048","ABS08","ABS08E1","EHI00872",24,37.4,1.56,10,7
"ABS10E1L1","LIB0048","ABS10","ABS10E1","EHI00897",24,54.2,2.26,20,6
"ABW31E1L1","LIB0048","ABW31","ABW31E1","EHI00972",24,146.6,6.11,20,6
"ABZ27E1L1","LIB0048","ABZ27","ABZ27E1","EHI00939",10.8,200,18.6,20,6
"ABZ30E1L1","LIB0048","ABZ30","ABZ30E1","EHI00871",9.1,200,22,20,7
"ABZ41E1L1","LIB0048","ABZ41","ABZ41E1","EHI00880",24,147.8,6.16,20,9
"ABZ49E1L1","LIB0048","ABZ49","ABZ49E1","EHI00896",11.4,200,17.6,20,7
"ACB33E1L1","LIB0048","ACB33","ACB33E1","EHI01027",24,97.9,4.08,20,4
"ACB34E1L1","LIB0048","ACB34","ACB34E1","EHI00899",24,10.4,0.43,10,9
"ACB35E1L1","LIB0048","ACB35","ACB35E1","EHI00868",24,15.9,0.66,10,10
"ACB47E1L1","LIB0048","ACB47","ACB47E1","EHI01007",24,59.3,2.47,20,8
"ACC85E1L1","LIB0048","ACC85","ACC85E1","EHI00973",24,0,0,2,17
"ACC96E1L1","LIB0048","ACC96","ACC96E1","EHI01004",24,1.4,0.06,5,14
"ACD01E1L1","LIB0048","ACD01","ACD01E1","EHI01016",24,0,0,2,15
"ACD09E1L1","LIB0048","ACD09","ACD09E1","EHI00915",24,0,0,2,18
"ACD14E1L1","LIB0048","ACD14","ACD14E1","EHI01020",24,0,0,2,17
"ACD22E1L1","LIB0048","ACD22","ACD22E1","EHI00971",24,0,0,2,18
"ACD69E1L1","LIB0048","ACD69","ACD69E1","EHI00919",24,0,0,2,15
"ACD71E1L1","LIB0048","ACD71","ACD71E1","EHI00911",24,0,0,2,16
"ACD82E1L1","LIB0048","ACD82","ACD82E1","EHI00963",24,1.6,0.07,5,12
"ACD96E1L1","LIB0048","ACD96","ACD96E1","EHI00928",24,0,0,2,18
"ACE19E1L1","LIB0048","ACE19","ACE19E1","EHI00918",24,0,0,2,15
"ACE25E1L1","LIB0048","ACE25","ACE25E1","EHI00953",24,0,0,2,18
"ACE36E1L1","LIB0048","ACE36","ACE36E1","EHI00861",24,1.8,0.08,5,13
"ACE39E1L1","LIB0048","ACE39","ACE39E1","EHI00884",24,0,0,2,19
"ACZ93E1L1","LIB0048","ACZ93","ACZ93E1","EHI00934",24,46.3,1.93,10,6
"ACZ95E1L1","LIB0048","ACZ95","ACZ95E1","EHI01030",24,23.1,0.96,10,8
"ACZ97E1L1","LIB0048","ACZ97","ACZ97E1","EHI00885",24,32.6,1.36,10,7
"ACZ99E1L1","LIB0048","ACZ99","ACZ99E1","EHI00894",24,56.4,2.35,20,7
"ADA12E1L1","LIB0048","ADA12","ADA12E1","EHI00982",24,68.6,2.86,20,5
"ADA14E1L1","LIB0048","ADA14","ADA14E1","EHI00878",24,42.7,1.78,10,7
"ADA16E1L1","LIB0048","ADA16","ADA16E1","EHI01021",24,46.8,1.95,10,4
"ADA18E1L1","LIB0048","ADA18","ADA18E1","EHI00930",24,21.7,0.91,10,9
"C1_EXB0050E1L1","LIB0048","C1_EXB0050","C1_EXB0050E1","EHI00859",24,0,0,2,20
"ACR75E1L1","LIB0049","ACR75","ACR75E1","EHI01172",4.5,200,44.5,20,4
"ACR94E1L1","LIB0049","ACR94","ACR94E1","EHI01179",23.8,200,8.39,20,6
"ACR98E1L1","LIB0049","ACR98","ACR98E1","",6.9,200,29.1,20,6
"ACS06E1L1","LIB0049","ACS06","ACS06E1","",10.3,200,19.5,20,6
"ACS08E1L1","LIB0049","ACS08","ACS08E1","",8.7,200,22.9,20,5
"ACS09E1L1","LIB0049","ACS09","ACS09E1","",24,108.2,4.51,20,5
"ACS15E1L1","LIB0049","ACS15","ACS15E1","",21,200,9.52,20,4
"ACS16E1L1","LIB0049","ACS16","ACS16E1","",5.4,200,37.2,20,6
"ACS22E1L1","LIB0049","ACS22","ACS22E1","EHI01178",16.4,200,12.2,20,5
"ACS24E1L1","LIB0049","ACS24","ACS24E1","",17.4,200,11.5,20,4
"ACS26E1L1","LIB0049","ACS26","ACS26E1","",11.4,200,17.5,20,6
"ACS33E1L1","LIB0049","ACS33","ACS33E1","",10.6,200,18.9,20,4
"ACS42E1L1","LIB0049","ACS42","ACS42E1","",9.7,200,20.6,20,5
"ACS52E1L1","LIB0049","ACS52","ACS52E1","",4.5,200,44.3,20,4
"AEA43E1L1","LIB0049","AEA43","AEA43E1","",24,144.2,6.01,20,6
"AEA48E1L1","LIB0049","AEA48","AEA48E1","EHI01175",8,200,25.1,20,5
"AEA58E1L1","LIB0049","AEA58","AEA58E1","EHI01174",8.6,200,23.2,20,6
"AEA63E1L1","LIB0049","AEA63","AEA63E1","",24,35.5,1.48,10,8
"AEA73E1L1","LIB0049","AEA73","AEA73E1","",24,44.6,1.86,10,7
"AEA75E1L1","LIB0049","AEA75","AEA75E1","EHI01180",24,182.2,7.59,20,6
"AEA82E1L1","LIB0049","AEA82","AEA82E1","",24,30.5,1.27,10,12
"AEA85E1L1","LIB0049","AEA85","AEA85E1","EHI01173",24,50.9,2.12,20,7
"AEA94E1L1","LIB0049","AEA94","AEA94E1","EHI01176",23.5,200,8.5,20,7
"AEB01E1L1","LIB0049","AEB01","AEB01E1","",24,19.8,0.83,10,11
"AEB12E1L1","LIB0049","AEB12","AEB12E1","EHI01218",24,33.4,1.39,10,9
"AEB37E1L1","LIB0049","AEB37","AEB37E1","EHI01177",10.3,200,19.5,20,6
"AEC25E1L1","LIB0049","AEC25","AEC25E1","",24,59.5,2.48,20,8
"AEC29E1L1","LIB0049","AEC29","AEC29E1","",17.4,200,11.5,20,6
"AEC30E1L1","LIB0049","AEC30","AEC30E1","",24,12,0.5,10,11
"AEC35E1L1","LIB0049","AEC35","AEC35E1","",24,110.4,4.6,20,8
"AEC37E1L1","LIB0049","AEC37","AEC37E1","",24,115,4.79,20,6
"AEC56E1L1","LIB0049","AEC56","AEC56E1","",24,39.1,1.63,10,9
"AEC57E1L1","LIB0049","AEC57","AEC57E1","",24,151.7,6.32,20,6
